company_name,category,address,website_url,phone_number,email_address
Birr Library,"Playgroups, Storytime, Reading/Writing","Townparks, County Offaly, R42 KD37, Ireland",https://www.offaly.ie/birr-library/,+353 (57) 9124950,birrlibrary@offalycoco.ie
Tullow & Carlow Central Library,"Playgroups, Storytime, Reading/Writing","Carlow, R93 E7R7, Ireland Carlow, R93 K126, Ireland",https://carlow.ie/libraries/library-events-and-activities-0/library-clubs,(059) 9129705,
Abbeyleix Library - Baby & Toddler Group / Kids Chess Club,"Playgroups, Storytime, STEM, Baby & Toddler Group","Rathmoyle, County Laois, R32 CY65, Ireland",https://laois.ie/library-branches/abbeyleix-library,057 8730020,abbeyleixlibrary@laoiscoco.ie
Toddler Group Time in Cork Libraries,"Playgroups, Storytime, STEM, Baby & Toddler Group","Blackpool Shopping Centre, Cork, Ireland Hollyhill, County Cork, Ireland Douglas, Cork, Ireland",https://totsspots.com/listing/cork-libraries-toddler-time/,,
Clara Library,"Playgroups, Storytime, STEM, Reading/Writing","Erry (Maryborough), County Offaly, R35 NW63, Ireland",https://www.offaly.ie/clara-library/,+353 (57) 9331389,claralibrary@offalycoco.ie
Wexford Town Library,"Playgroups, Storytime, STEM, Reading/Writing","Townparks, Wexford, Y35 AY20, Ireland",https://wexfordcoco.libcal.com/profile/37378#,+353 53 9196760,wexfordlibrary@wexfordcoco.ie
Mountmellick - Toddler Group / Kids Book Clubs / Lego Group,"Playgroups, Storytime, STEM, Reading/Writing, Social, Baby & Toddler Group","Townparks, County Laois, R32 PX61, Ireland",https://laois.ie/library-branches/mountmellick-library,057 8689382,mountmellicklibrary@laoiscoco.ie
Portarlington- Baby Group / Kids Book Clubs / Lego Group,"Playgroups, Storytime, STEM, Reading/Writing, Social, Baby & Toddler Group","Cooltederry, Portarlington, County Laois, R32 F9WF, Ireland",https://laois.ie/library-branches/portarlington-library,057 8643751,portarlingtonlibrary@laoiscoco.ie
Portlaoise Library - Baby & Toddler Group / Kids Book Clubs,"Playgroups, Storytime, STEM, Reading/Writing, Social, Baby & Toddler Group","Maryborough, Portlaoise, County Laois, R32 N7EP, Ireland",https://laois.ie/library-branches/portlaoise-library,05786 22333,portlaoiselibrary@laoiscoco.ie
"Carrickmacross Library Baby, Toddler and Kids Groups","Playgroups, Storytime, STEM, Social, Baby & Toddler Group","Drummond Otra, County Monaghan, A81 HY83, Ireland",https://monaghan.spydus.ie/cgi-bin/spydus.exe/ENQ/WPAC/GENENQ?SETLVL=&LOCX=5C,0429661148,carrickmacrosslibrary@monaghancoco.ie
"Monaghan Library Baby, Toddler and Kids Groups","Playgroups, Storytime, STEM, Social, Baby & Toddler Group","Plantation Road, Kilnacloy, Monaghan, Co. Monaghan, Ireland",https://monaghan.spydus.ie/cgi-bin/spydus.exe/ENQ/WPAC/GENENQ?SETLVL=&LOCX=5G,04781830,monaghanlibrary@monaghancoco.ie
Stories & Stations,"Playgroups, Storytime, Sensory/Messy Play, Movement & Play","Quingardens, County Clare, V95 RX75, Ireland",https://www.instagram.com/storiesandstations?igsh=MWk1eWwzaXRqYjFpeg==,,storiesandstations@gmail.com
The Yoga Fairy Classes,"Playgroups, Yoga & Wellness, Movement & Play","Knocknamoe, County Laois, R32 H3K8, Ireland",https://totsspots.com/listing/the-yoga-fairy-classes/,,aineirwin86@gmail.com
Kangoo Jumps Galway,"Playgroups, Yoga & Wellness, Movement & Play, For Parents","3a Rowan Ave, Galway, Ireland Unit 7B, Oranmore Business Park, Co. Galway, Ireland",https://www.instagram.com/kangoo_club_galway?igsh=MXNwbnVpYXI2dnZkZQ==%20%20%20%20%20%20%20%20%20%20https://www.facebook.com/share/1FAt5Z2BB9/,+353876003575,kangoojumpsgalway@gmail.com
Piccolo Play Village Yoga & Sensory classes,"Playgroups, Yoga & Wellness, Sensory/Messy Play","Ballincollig, Cork, P31 K661, Ireland",https://piccoloplayvillage.ie/,+353214870180,hello@piccoloplayvillage.ie
Baby & Toddler Group/Swimming Group,"Playgroups, Yoga & Wellness, Swimming, For Parents, Baby & Toddler Group","Galway, H91 DKF7, Ireland Galway, H91 FEK2, Ireland Galway, H91 D526, Ireland",https://www.ardfrc.com/activities,091768 852,martina@ardfrc.com
Gorey Library - Baby and Kids Groups,"Reading/Writing, Baby & Toddler Group, Playgroups, Storytime, STEM","Gorey corporation lands, County Wexford, Y25 WK37, Ireland",https://wexfordcoco.libcal.com/profile/37377#,+ 353 53 9483820,goreylibrary@wexfordcoco.ie
Enniscorthy Library,"Reading/Writing, Playgroups, Storytime, STEM","Townparks, Wexford, Y35 AY20, Ireland",https://wexfordcoco.libcal.com/profile/37378#,+353 53 9196760,wexfordlibrary@wexfordcoco.ie
Mountrath - Toddler Group / Kids Book Clubs / STEM Group,"Reading/Writing, Social, Baby & Toddler Group, Playgroups, Storytime, STEM","Mountrath, County Laois, R32 D576, Ireland",https://laois.ie/library-branches/mountrath-library,057 8756378,mountrathlibrary@laoiscoco.ie
STEM101,STEM,"Ballincollig, Cork, Ireland Community Community Complex, Church Road, Carrigaline Middle, Carrigaline, County Cork, Ireland",https://www.instagram.com/stem1.01?igsh=MWJjeW5uNzF3NWxxbQ%3D%3D&utm_source=qr,0852512960,Hello@dreamydoodles.org
Messy Tots for Little Ones,Sensory/Messy Play,"Ballina, County Mayo, Ireland",https://totsspots.com/listing/messy-tots-for-little-ones/,0892200234,magdalena.ciesielska333@gmail.com
Playful Páistí,Sensory/Messy Play,"Lecklevera, County Monaghan, H18 KF58, Ireland",https://totsspots.com/listing/playful-paisti/,0873695599,melissanifhiachra@gmail.com
Sense of Wonder Sensory Play,Sensory/Messy Play,"Quin, County Clare, Ireland Crusheen, County Clare, Ireland Ennis, County Clare, Ireland Miltown Malbay, County Clare, Ireland Newmarket on Fergus, County Clare, Ireland Shannon, County Clare, Ireland",https://www.facebook.com/profile.php?id=61564788114218,,leanne99r@gmail.com
The Unrelated Auntie- Messy Play Group (facilitated by a play therapist),Sensory/Messy Play,"Kerry, County Kerry, Ireland",https://totsspots.com/listing/the-unrelated-auntie-messy-play-group-facilitated-by-a-play-therapist/,,TheUnrelatedAuntie@hotmail.com
The Wonder Years Play & Mindfulness,Sensory/Messy Play,"Gallowshill, Kilkenny, R95 EW82, Ireland",https://totsspots.com/listing/the-wonder-years-play-mindfulness-2/,,ruth@thewonderyearsplay.com
The Wonder Years Play & Mindfulness,"Sensory/Messy Play, Baby & Toddler Group","Knocknamoe, County Laois, R32 H3K8, Ireland",https://bookwhen.com/thewonderyearsplay,,ruth@thewonderyearsplay.com
Bloom Baby Classes - Midlands,"Sensory/Messy Play, Movement & Play","Mucklagh, County Offaly, R35 DN02, Ireland Granard Rd, Aghafin, Edgeworthstown, Co. Longford, Ireland Ballymahon Rd, Cloghanboy, Athlone, Co. Westmeath, Ireland Springfield Or Spittlefield, Mullingar, County Westmeath, N91 PX22, Ireland",https://bloombabyclasses.com/midlands-ireland/events-timetable-booking/,,
Toddler Sense Cork,"Sensory/Messy Play, Movement & Play","Monfieldstown, Cork, T12 ER22, Ireland Townparks, Midleton, County Cork, P25 YT50, Ireland Ballincollig, Cork, P31 DH58, Ireland",https://www.toddlersense.ie/cork/home,0834027649,cork@toddlersense.ie
The Wriggles and Giggles,"Sensory/Messy Play, Movement & Play, Playgroups, Dance, Music","Carlow, Ireland Kilkenny, Ireland",https://www.instagram.com/the_wriggles_and_giggles?igsh=YjJ1azh0YnF6ZGUy,,carlowminimovers@gmail.com
Toddle On,"Social, For Parents, Baby & Toddler Group, Playgroups, Art & Crafts, Baby Massage, Sign Language, Storytime, Sensory/Messy Play, Movement & Play","Pinewood Business Park, Whitemill North, Wexford, Ireland",https://www.toddleon.ie,+353852006235,toddle.on@hotmail.com
Leopardstown Lawn Tennis Club,Sports,"Leopardstown Tennis Club, Leopardstown, Dublin 18",https://www.leopardstowntennisclub.ie/,,
West Wood Club Leopardstown,Sports,"West Wood Tennis Centre, Leopardstown Racecourse, Foxrock, Dublin 18",https://westwood.ie/,,
Banagher Library,Storytime,"Curraghavarna And Portavolla, County Offaly, R42 XY40, Ireland",https://www.offaly.ie/banagher-library/,+353 (57) 9151471,banagherlibrary@offalycoco.ie
New Ross Library,Storytime,"New Ross, County Wexford, Y34 NW56, Ireland",https://www.wexfordcoco.ie/libraries/opening-hours-and-branches/new-ross-library,+353 51 421877,newrosslibrary@wexfordcoco.ie
Shannon Baby & Toddler Storytime Groups - Shannon Library,"Storytime, Baby & Toddler Group","Tullyvarraga, Shannon, County Clare, V14 WK50, Ireland",https://clarelibraries.ie/events/?event_page=4&event_cs_location=shannon-library,061364266,shannonlibrary@clarecoco.ie
Thurles / Roscrea / Cashel /Tipperary Town Toddler Group Story Time,"Storytime, Baby & Toddler Group","Townparks, County Tipperary, E53 N129, Ireland Thurles Townparks, Thurles, County Tipperary, E41 K802, Ireland Carrownreddy, Tipperary, E34 KP60, Ireland Townparks, Carrick-on-Suir, County Tipperary, E32 X860, Ireland",https://www.tipperarylibraries.ie/branches/,,
Bunclody Library,"Storytime, Reading/Writing","Carrickduff, County Carlow, Y21 E970, Ireland",https://www.wexfordcoco.ie/libraries/opening-hours-and-branches/bunclody-library,+353 53 9375466,bunclodylibrary@wexfordcoco.ie
KidLit Creators - Creative writing for kids!,"Storytime, Reading/Writing","Glounthaune, County Cork, Ireland Carrigtwohill, County Cork, Ireland",https://www.instagram.com/kidlitcreators?igsh=MTlpZTBoY3JoYmRldA%3D%3D&utm_source=qr,0872812734,kidlitcreators@hotmail.com
Ballinasloe Library - Story time for toddlers to under 5s,"Storytime, Reading/Writing, Baby & Toddler Group","Townparks, Ballinasloe, County Galway, H53 T320, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,091 509551,ballinasloe@galwaylibrary.ie
Galway City Library - Baby & Toddler Group,"Storytime, Reading/Writing, Baby & Toddler Group","Galway, H91 R6WF, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,091 509094,city@galwaylibrary.ie
Oranmore Library - Story time for toddlers to under 5s,"Storytime, Reading/Writing, Baby & Toddler Group","Oran More, Oranmore, County Galway, H91 PC59, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,091 792117,oranmore@galwaylibrary.ie
Westside Library - Toddler Story Group,"Storytime, Reading/Writing, Baby & Toddler Group","Seamus Quirke Rd, Galway, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,,westside@galwaylibrary.ie
Tullamore Library,"Storytime, STEM, Reading/Writing, Playgroups, Art & Crafts, Breast Feeding","Tullamore, County Offaly, R35 X226, Ireland",https://www.offaly.ie/tullamore-library/,+353 (57) 9346832,tullamorelibrary@offalycoco.ie
Finglas Sensory Sessions/ Baby Book Club - Finglas Library,"Storytime, Social, Baby & Toddler Group","Seamus Ennis Road, Finglas East, Dublin 11, Ireland",https://www.dublincity.ie/events?type=223&event_date_end=1&keys=finglas,01 222 8330,finglaslibrary@dublincity.ie
Aura Leisure Centre,Swimming,"Marley's Ln, Rathmullan, Drogheda, Co. Louth, Ireland St Alphonsus Rd, Marshes Lower, Dundalk, Co. Louth, Ireland Corbally Rd, Grove Island, Limerick, Ireland Sallaghagrane, County Donegal, Ireland Newhaggard Rd, Manorland (2nd Division), Trim, Co. Meath, Ireland Youghal, Co. Cork, Ireland Hop Hill Ave., Tullamore, County Offaly, Ireland Windtown Rd, Windtown, Navan, Co. Meath, Ireland Saint Vincents Centre, Navan Rd, Ashtown, Dublin 7, Ireland",https://www.auraleisure.ie/location/,,
Swim Max - Baby & Parent Group Swimming Lessons in Limerick,Swimming,"Unit 5A, Delta Retail Park, Ballysimon Rd, Crossagalla, Limerick, Ireland. V94YW58",https://www.swimmax.ie/,061 545454,swim@swimmax.ie
Swim Max - Private Swimming Lessons in Limerick,Swimming,"Crossagalla, Limerick, V94 YW58, Ireland",https://www.swimmax.ie/,061 545454,swim@swimmax.ie
Swimtastic.ie,Swimming,"10 Kellyville Park, Kylekiproe, Portlaoise, Co. Laois, Ireland Kilkenny, Ireland Killerig, County Carlow, Ireland Killashee, County Kildare, Ireland",https://swimtastic.ie/,0598647010,splash@swimtastic.ie
Turtle Tots,Swimming,"Fitzpatrick Castle Hotel Killiney Royal Marine Hotel Dún Laoghaire Terenure College, Dublin, D6W DK72, Ireland Clayton Hotel Cardiff Lane Cardiff Lane Hilton Hotel Kilmainham South Circular Rd Sports & Fitness Ballyfermot 10 Blackditch Rd Maldron Hotel Tallaght Whitestown Way CRC Clontarf Penny Ansley Building Clayton Hotel Liffey Valley Fonthill Road Castleknock Hotel Porterstown Road Sports & Fitness Finglas Mellowes Road Sports & Fitness Ballymun Ballymun Rd Clayton Hotel Cork City Lapp's Quay Maldron Hotel Shandon Cork City Ballincollig, Cork, P31 DY93, Ireland",https://www.turtletots.ie/,+353 (0)16933422,jointhefun@turtletots.ie
Turtle Tots Swimming Classes,Swimming,"Cullenagh, County Tipperary, V94 E2D6, Ireland Jigginstown Park, Naas, Co. Kildare, Ireland Castlecomer Rd, Newpark Lower, Kilkenny, R95 KP63, Ireland Jessop St, Maryborough, Portlaoise, Co. Laois, R32 KV20 Townparks, Athy, County Kildare, R14 XD30, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,
Turtle Tots Swimming Classes - Cork,Swimming,"Rathgoggan North, Charleville, County Cork, P56 V268, Ireland Centre, Cork, T12 RD6E, Ireland Baltimore, County Cork, P81 C438, Ireland Ditchley House, Castleview, Little Island, Co. Cork, Ireland Main St, Ballincollig, Cork, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,
Turtle Tots Swimming Classes - Kerry,Swimming,"Tralee, County Kerry, V92 T6TW, Ireland Sandhill Road, Ballybunnion, County Kerry, Ireland Park, Killarney, County Kerry, V93 FP92, Ireland Ballycasheen, County Kerry, V93 FX00, Ireland Dromtacker House, Dromthacker, Tralee, County Kerry, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,
Turtle Tots Swimming Classes - Wexford/Wicklow,Swimming,"Ferrybank, Arklow, County Wicklow, Y14 DX02, Ireland Southknock, New Ross, County Wexford, Y34 KR62, Ireland Townparks, Wexford, Y35 FP9P, Ireland Verosland, New Ross, County Wexford, Y34 X045, Ireland Wexford Bridge, Ferrybank South, Wexford, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,
Turtle Tots Swimming Classes -Mayo/Monaghan/Sligo,Swimming,"Drumillard Little, County Monaghan, A75 AP92, Ireland Rathnaconeen, County Mayo, F26 X5P3, Ireland Knockacroghery, County Mayo, F23 A257, Ireland Quay Rd, County Mayo, Ireland Ballincar, County Sligo, F91 XW7Y, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,
Turtle Tots Swimming Classes /Louth/Limerick/Laois/Waterford,Swimming,"Boyne Avenue, Newtownstalaban, Drogheda, Co. Louth, Ireland Shandon, Dungarvan, County Waterford, X35 CC97, Ireland Kilbarry, Waterford, X91 AX54, Ireland Maryborough, Portlaoise, County Laois, R32 KV20, Ireland Knock, Limerick, V94 X2RV, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,
Water Babies,Swimming,"Ferryhouse, County Tipperary, E91 RF38, Ireland Rockwell, County Tipperary, E25 F886, Ireland Kilcohan, Waterford, X91 PR52, Ireland Newtown, Waterford, X91 XR20, Ireland Dunlo, Ballinasloe, County Galway, H53 F5P9, Ireland Ballindinas, County Wexford, Y35 E8KT, Ireland Townparks, Wexford, Y35 NY68, Ireland",https://www.waterbabies.ie/lessons,,pushtheduck@waterbabies.ie
Water Babies -Dublin,Swimming,"Harold's Cross, Dublin, D6W PP90, Ireland Butterfield, Dublin, D14 R7N0, Ireland Priorswood, Dublin, D17 NW92, Ireland Newtown Blackrock, Dublin, A94 F8D9, Ireland Blanchardstown, Dublin, D15 EA43, Ireland Roganstown, County Dublin, K67 P2E4, Ireland Irishtown, Dublin, D22 X4W6, Ireland Laughanstown, Dublin, D18 FC81, Ireland Abbeyland, County Kildare, W91 YWE0, Ireland Jigginstown, County Kildare, W91 V990, Ireland Betaghstown, County Meath, A92 PY6N, Ireland Graigue, County Laois, R93 KA99, Ireland Cratloemoyle, County Clare, V94 YA2R, Ireland Carrowmoneash, County Galway, H91 K7FA, Ireland",https://www.waterbabies.ie/lessons,,pushtheduck@waterbabies.ie
Donnybrook Lawn,Tennis,"Donnybrook Lawn Tennis Club, Brookvale Road Donnybrook, Dublin 4",https://www.donnybrookltc.ie/,35312692838.0,
Rathgar Tennis Club,Tennis,"Rathgar Tennis Club, Herzog Park, Rathgar, Dublin 6, D06 YH48",https://rathgartennis.ie/,353872330749.0,
Stratford Lawn,Tennis,"Stratford Lawn Tennis Club, Grosvenor Square, Rathmines, Dublin 6",http://stratfordtennis.ie/,,
RINKA Kids Fitness & Wellbeing,"Yoga & Wellness, Athletics, Movement & Play","Moylish, Limerick, V94 EC5T, Ireland",https://www.rinka.ie,089 617 4251,midwest@rinka.ie
Baby Yoga,"Yoga & Wellness, Other, Baby & Toddler Group","Nenagh, County Tipperary, Ireland",http://www.brownbearwellness.ie,089 436 2634,hello@brownbearwellness.ie
