company_name,category,description,class_types,minimum_age,maximum_age,age_range_display,parental_requirement,address,eircode,latitude,longitude,days_of_week,start_time,end_time,term_structure,price_amount,price_currency,pricing_basis,pricing_details,website_url,booking_url,email_address,phone_number,facilities,source_urls,date_verified,verification_status,image_url
Smyths Toys,Kids Store,"Smyths Toys | is an Irish-owned, family-run business that’s grown from a single toy shop in County Mayo into one of the biggest toy retailers in Europe. With a huge selection of toys, games, nursery essentials, outdoor play gear, and gaming consoles, it’s the kind of place where kids light up instantly (and parents somehow leave with more than they planned… every time!). | What makes it great for families is the mix of choice and convenience: | multiple Dublin locations, | easy click-and-collect, and free delivery on orders over €25. Stores are spacious and fun to browse, making it as much an outing as a shopping trip. | Founded by the Smyth family, the company still operates with strong Irish roots and a focus on value, accessibility, and creating a genuinely enjoyable in-store experience. Their website also makes it super easy to check stock and find your nearest branch.",[],,,,,,,,,[],,,,,EUR,,,https://www.smythstoys.com/ie/en-ie,,,,[],"['https://www.smythstoys.com/ie/en-ie', 'https://dublincitymum.ie/listing/smyths-toys/']",,,https://dublincitymum.ie/wp-content/uploads/2025/11/Screenshot_17-11-2025_115946_www.dublintown.ie_-800x600.jpeg
Soak Bath Salts,Skincare,"Soak Bath Salts | , founded by Kaz Kearney in 2021, is a boutique Irish wellness brand based along the Wild Atlantic Way in Sligo. Born from Kaz’s desire for a more natural approach to self-care—sparked by observing how restorative ocean time was for her young son—the brand crafts small-batch, vegan and coeliac-friendly sea and aromatherapy products using organic herbs from Kaz’s own garden. Each aromatic range (like | Bedtime Bliss | , | Joy Connects | , or | Breathe Deep | ) is thoughtfully created to support not just your skin, but your sleep, mood, energy, and overall wellbeing. | Made with full heart and a holistic mission, Soak donates €1 to a mental health charity (Liquid Therapy) with every bath soak sold and ensures that each product revitalises your body and enriches your mind.",[],,,,,Online,,,,[],,,,,EUR,,,https://www.soakbathsalts.com/,,,,[],"['https://www.soakbathsalts.com/', 'https://dublincitymum.ie/listing/soak-bath-salts/']",,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-13-at-14.07.36-800x600.png
Solas Coaching,Wellbeing,"Solas Coaching, founded by Orla Donoghue—a single parent herself—is dedicated to empowering single parents, co-parents, and solo parents to reclaim confidence, cultivate balance, and create a life they can truly be proud of. Offering tailored 1:1 coaching programmes online (and in London), Solas provides a safe, flexible, and empathetic space to overcome overwhelm, guilt, or isolation through personalised support and mindset shifts that lead to lasting positive change.",[],,,,,Dublin,,,,[],,,,,EUR,,,https://www.solascoaching.com/,,,,[],"['https://www.solascoaching.com/', 'https://dublincitymum.ie/listing/solas-coaching/']",,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-10-at-12.35.07-800x600.png
Sole,Eat,"SOLE Seafood & Grill | (18–19 South William Street, Dublin 2) | Craving something a little special? SOLE brings an elegant flair to family dining with its high-end yet relaxed seafood experience. Think sustainably sourced Irish shellfish, elegantly served dishes like the show-stopping Captain’s Seafood Tower or Dover Sole filleted tableside, deliciously memorable. While it’s more of an upscale restaurant with | no dedicated kids’ menu or highchairs | , many families find its polished vibe and attentive staff welcoming enough for older children. Prices lean toward the luxury end (especially for premium dishes), making it an occasional treat for families wanting the full seafront flavour without leaving the city. | Kids Menu: | Not available—best suited to diners with older children who enjoy shared plates. | High Chairs: | No. | Baby Changing: | No. | Why It’s Great: | Sumptuous seafood, superb provenance, and refined service, the kind of meal that feels both special and inclusive. | Nearby Family Activity: | Make it a full outing with a literary adventure at | MoLI (Museum of Literature Ireland) | . | This beautifully curated museum delights kids and grown-ups alike with interactive exhibitions, the cozy LitLab for creative play, and peaceful gardens to explore. A perfect pairing for families looking to blend food, culture, and a dose of Dublin charm.",[],,,,,"19 South William Street, Dublin 2, D02 KV76, Ireland",,53.342015,-6.262773,[],,,,,EUR,,,https://www.sole.ie/,https://www.opentable.com/booking/restref/availability?lang=en-IE&correlationId=3c022bfa-1579-4b85-9f51-20ad13ac0560&restRef=154884&referrerId=10792,,35315442300.0,[],"['https://www.sole.ie/', 'https://dublincitymum.ie/listing/sole/', 'https://www.opentable.com/booking/restref/availability?lang=en-IE&correlationId=3c022bfa-1579-4b85-9f51-20ad13ac0560&restRef=154884&referrerId=10792']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-31-at-17.00.22-800x600.png
Solid Start,Weaning + Family Meals,"Dietitian and mum Caroline O’Connor leads these easy-to-follow online weaning courses. It’s evidence-based, practical, and perfect for parents who want calm confidence, and maybe a slice of biscuit at snack time!",[],,,,,"Cork, Ireland",,51.898514,-8.475604,[],,,,,EUR,,,https://solidstart.ie/,,,,[],"['https://solidstart.ie/', 'https://dublincitymum.ie/listing/solid-start/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-26-at-17.34.30-800x600.png
Solvar,Jewellery Designers,"Solvar creates stunning Celtic and Irish-inspired jewellery from its Dublin base, celebrating Irish culture through design. Each piece — from Claddagh rings to Celtic knots — tells a story of heritage, love, and strength. Their craftsmanship, passed down since 1941, makes Solvar one of Ireland’s most trusted names in Celtic design, marrying tradition with modern quality.",[],,,,,,,,,[],,,,,EUR,,,https://solvar.com/,,,,[],"['https://solvar.com/', 'https://dublincitymum.ie/listing/solvar/']",,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_26-10-2025_83255_www.instagram.com_-641x600.jpeg
Sonny Bear,kids Apparel,"Sustainably stylish, effortlessly timeless, Sonny Bear offers premium kids’ clothing and accessories that are built to be passed down for generations. Quality you can feel good about.",[],,,,,"Dublin, Ireland",,53.349805,-6.26031,[],,,,,EUR,,,https://www.sonnybear.ie/,,,,[],"['https://www.sonnybear.ie/', 'https://dublincitymum.ie/listing/sonny-bear/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-27-at-13.51.48-800x600.png
Splashtastic,Swimming,"Splashtastic Swim School offers high-quality children’s swimming lessons in North Dublin, catering to kids aged 3.5 and up. | Operating exclusively on Saturdays at St. Michael’s House Leisure Centre in Belcamp, the school provides a structured, fun, and supportive environment for swimmers of all levels. | Classes range from beginner levels like Star Fish, focusing on water confidence and basic skills, to advanced levels such as Orca, where children refine all four competitive strokes and build stamina. | For children requiring additional support, Dolphin classes offer small group sessions with a 4:1 student-to-teacher ratio, accompanied by a parent or guardian. | Splashtastic also provides one-to-one lessons tailored for children with special needs. | With experienced instructors and a commitment to safety and enjoyment, Splashtastic is a trusted choice for families in areas including Portmarnock, Swords, Malahide, and Donaghmede. | Due to high demand, classes often fill quickly, but a waitlist is available for interested families",[],,,,,"St. Michael's House, Belcamp Lane, Priorswood, Dublin",,,,[],,,,,EUR,,,https://splashtastic.ie/contact-us,,,,[],"['https://splashtastic.ie/contact-us', 'https://dublincitymum.ie/listing/splashtastic/']",,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-116.png
Sports Campus Ireland,Sport,"Sport Ireland Campus offers a wide range of sports programs for kids of all ages and abilities. Their weekly academy classes include Swimming, Gymnastics, Athletics, Diving, MultiSport, and Badminton, providing year-round opportunities to get active and build skills. | ​ | During school holidays, they also run seasonal Kids’ Camps in partnership with Team Ireland and Allianz, giving kids a chance to stay active, make friends, and have fun.",[],,,,,"Sport Ireland Campus, National Indoor Arena Offices, Snugborough Road, Blanchardstown, Dublin 15",,,,[],,,,,EUR,,,https://www.sportirelandcampus.ie/kids,,,35316464300.0,[],"['https://www.sportirelandcampus.ie/kids', 'https://dublincitymum.ie/listing/sports-campus-ireland/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-205.png
Spraoi,Soft Play,"Open 7 days a week, Spraoi was created for groups of children, from toddlers up to pre-teens and boasts Ireland’s largest indoor climbing frame. Using specialised, custom-made | playzones | , | SPRAOI | offers a maze of activities to keep children amused and physically active by crawling, climbing and exploring for over an hour at a time. | ​ | Parents/minders can relax in comfort in the Spraoi Cafe with a perfect view of everything that’s going. | ​ | Parent & Toddler Mornings | Spraoi also run a | parent and toddler group | every Monday and Friday from 10.00am – 1.00pm. The cost is €6 per child with a free tea or coffee – | parents go free! | ​",[],,,,,"Unit 3, Aldi Centre, Long Mile Road, Dublin 12",,,,[],,,,,EUR,,,https://www.spraoifunworld.com/,,,,[],"['https://www.spraoifunworld.com/', 'https://dublincitymum.ie/listing/spraoi/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Spraoi-800x524.jpg
Spraoi Funworld,Party Venues,"Spraoi Funworld | is an indoor play centre in Dublin that’s perfect for children and pre-teens to celebrate their birthday in style. Their party packages include 75 minutes of playtime followed by 45 minutes in one of their themed party rooms, with food included — think sausages, chicken nuggets, chips, juice, and ice cream — and a minimum of 12 children per party. | For larger groups or a more exclusive experience, they also offer private hire options (minimum 20 children) during the evenings. | It’s a lively, colourful space designed for maximum fun and minimum stress — ideal for busy parents who want an easy, all-in-one birthday celebration.",[],,,,,"Long Mile Rd, Walkinstown, Dublin 12, Ireland",,53.323835,-6.336603,[],,,,,EUR,,,https://www.spraoifunworld.com/booking/,,,,[],"['https://www.spraoifunworld.com/booking/', 'https://dublincitymum.ie/listing/spraoi-funworld/']",,,https://dublincitymum.ie/wp-content/uploads/2025/10/princess3-e1666182077381.jpeg
Sprinkles,Party Entertainers,"Sprinkles Baking Parties offers a delightful and stress-free birthday experience for children aged 7 and up, blending culinary creativity with hands-on fun. Founded by Natalie, an experienced baker and Irish dancing teacher, and her husband Brendan, a children’s entertainer and magician, the company brings the party to your home or chosen venue. Their two engaging packages—Silver and Gold—cater to different age groups and preferences. The Silver Party focuses on sweet treats, while the Gold Party adds a savoury pizza-making session, complete with personalised party boxes and a special surprise for the organiser. | Each party includes all necessary ingredients, utensils, aprons, and even clean-up, ensuring a hassle-free experience for parents. Additionally, guests receive Bakers Certificates and access to online baking tutorials, extending the fun beyond the event. Whether you’re hosting in Dublin, Meath, Kildare, or Wicklow, Sprinkles Baking Parties promises a memorable and delicious celebration",[],,,,,"Dublin, Ireland",,53.349801,-6.260296,[],,,,,EUR,,,https://www.bakingparties.ie/,,,,[],"['https://www.bakingparties.ie/', 'https://dublincitymum.ie/listing/sprinkles/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-255.png
St Stephen’s Green,Parks + Playgrounds,"St Stephen’s Green Park is a historical park and garden, located right in the centre of Dublin. The playground features separate areas for smaller and older children. The swings, slides, and roundabout are very popular with younger visitors. The grass area outside the playground is great for picnics during the summer and kids can feed the ducks in the ponds all year round. | St Stephen’s Green Park is open all year round. | Monday to Saturday – 07:30 | Sunday and Bank Holidays – 09:30 | Christmas Day – 09:30 to 12:30",[],,,,,"St Stephen's Green, Dublin, Ireland",,53.33683,-6.259539,[],,,,,EUR,,,https://www.ststephensgreenpark.ie/,,,,[],"['https://www.ststephensgreenpark.ie/', 'https://dublincitymum.ie/listing/st-stephens-green/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/stephens.jpg
St. Anne's Park,Parks + Playgrounds,"Located on the North of the city close to Clontarf, | the amazing St. Anne’s Park is another of Dublin City Mum’s favourites. The playground is aimed at the slightly younger kids, but there a massive Viking ship, | wooden figures with a train etc suitable for all kids to play around in. The grounds are huge and there’s a picnic area perfectly located near the playground. The Park also boasts 35 playing pitches, 18 hard-surfaced tennis courts and a golf course all open for use by the public. There is also a very impressive walled garden which is great for a potter in the warmer weather. | The Farmers Market, located adjacent to the Red Stables, is on each Saturday from 9.00 – 5.00. You can choose from hot and cold foods from around the world or pick up some arts and crafts gifts from a variety of vendors. | Olives Room | at The Red Stables is the gorgeous café in St Anne’s Park. Local whole foods, freshly baked treats and a tasty lunch menu are available. Highchairs are available. | During the summer months, they usually have an ice cream cart outside the cafe, perfect for the little ones on a hot day…or any day!",[],,,,,"The Red Stables, St Anne's Park, Clontarf East, Dublin, Ireland",,53.369313,-6.175433,[],,,,,EUR,,,https://www.dublincity.ie/parks-and-nature/dublin-city-parks/visit-park/st-annes-park,,,,[],"['https://www.dublincity.ie/parks-and-nature/dublin-city-parks/visit-park/st-annes-park', 'https://dublincitymum.ie/listing/st-annes-park/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/st-ann-rose-800x600.png
St. Patrick’s Cathedral,Indoor,"St. Patrick’s Cathedral | is a captivating family destination, blending over 800 years of history with interactive fun for curious minds. Start at the Welcome Desk, where younger children are given a free activity booklet complete with colouring, games, and quizzes, while older kids can dive into the Discovery Space—an engaging area featuring touch screens, cathedral models to build, brass rubbings, and audio recordings to bring history to life.Guided and self-guided tours let families explore the soaring Gothic architecture, stunning stained-glass windows, and ancient tombs at their own pace. | Pricing is family-friendly too: admission for children aged 6–12 is €5.50, infants under 5 go free, and a family ticket (2 adults + up to 3 children) is €31.",[],,,,,"St Patrick's Close, Dublin 8, Ireland",,53.339203,-6.271448,[],,,,,EUR,,,https://www.stpatrickscathedral.ie/,,,,[],"['https://www.stpatrickscathedral.ie/', 'https://dublincitymum.ie/listing/st-patricks-cathedral/']",,,https://dublincitymum.ie/wp-content/uploads/2025/09/Patricks-C-800x600.png
Standún,Gifts,"Standún | has been a cornerstone of Irish design and retail since 1946 — a family-run store located in Spiddal, Co. Galway, that brings together Irish knitwear, homeware, fashion and gifts under one roof. | From timeless Aran sweaters and woollen blankets to chic home accessories and curated jewellery pieces, Standún blends heritage craftsmanship with contemporary style. Whether you’re shopping for a cosy knit to last a lifetime or a distinctive Irish-designed gift, this is one stop that offers genuine quality and Irish design flair.",[],,,,,,,,,[],,,,,EUR,,,https://standun.com/en-ie,,,,[],"['https://standun.com/en-ie', 'https://dublincitymum.ie/listing/standun/']",,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_31-10-2025_112632_standun.com_-602x600.jpeg
Stella Theatre,Indoor,"The Stella Cinema | isn’t just a glamorous spot for date nights—it’s also surprisingly family-friendly, making it a great pick for parents and kids alike. From the moment you step into the plush, retro interiors, you’ll find thoughtful touches that make a trip to the movies easier and more enjoyable for families. Whether you’re juggling toddlers, tweens, or teens, Stella has options that keep everyone entertained without losing the sense of luxury that makes it special. | Their | “ | Family Flix” | screenings run every Saturday morning and during school holidays, showing a mix of kids’ favourites and classic family films—perfect for a relaxed weekend treat. | For new parents, the | “ | Baby on Board” | sessions are a lifesaver, with dimmed lights, softer sound, and even a complimentary coffee and pastry to make your morning outing that little bit sweeter. Add in child-friendly ticket pricing and clear supervision policies, and you’ve got a cinema experience that’s as easygoing as it is memorable.",[],,,,,"207/209 Rathmines Rd Lower, Rathmines, Dublin 6, D06 W403, Ireland",,53.322374,-6.265901,[],,,,,EUR,,,https://www.stellacinemas.ie/,,,,[],"['https://www.stellacinemas.ie/', 'https://dublincitymum.ie/listing/stella-theatre/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-155032-631x600.png
Stepping Stones,Crèches,Creche & Montessori | ECCE Rooms: Children can avail of this facility from | 2 years | of age to | 5 years and 6 month | s.,[],,,,,30 Belfry CrescentCitywest Dublin 24,,,,[],,,,,EUR,,,https://www.steppingstonescreche.com/,,,35314105903.0,[],"['https://www.steppingstonescreche.com/', 'https://dublincitymum.ie/listing/stepping-stones/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Stepping-Stone.jpg
Stratford Lawn,Tennis,"Stratford LTC offers year-round junior coaching on four floodlit all-weather courts, with access to four grass courts during summer. Coaching is available for children aged 5 and up, with lessons grouped by age and skill level. | ​ | Classes follow the school year in 6-week blocks, focusing on technique, drills, and gameplay. Each 60-minute session uses the ITF Tennis 10s system, with red, orange, and green balls to support skill development. | ​ | Summer camps replace weekly lessons during school holidays. All coaches are experienced, Garda vetted, and trained in child safeguarding.",[],,,,,"Stratford Lawn Tennis Club, Grosvenor Square, Rathmines, Dublin 6",,,,[],,,,,EUR,,,http://stratfordtennis.ie/,,,,[],"['http://stratfordtennis.ie/', 'https://dublincitymum.ie/listing/stratford-lawn/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-302-800x600.png
Strength Within,Wellbeing,"At | Strength Within | , founder Claire Flannery helps you uncover the resilience you never knew was there. Based in Dublin, this coaching and consultancy hub specialises in guiding individuals and teams through life’s big shifts, helping you not just to survive change—but to thrive through it. | Whether you’re navigating parenthood, a career pivot, or simply wanting to reconnect with your true self, Claire works with compassion, insight, and pragmatism. Expect one-to-one coaching, transformational workshops, and tools rooted in psychology and real life. | We love Strength Within because it’s a sanctuary in motion—where change is honoured, strength is discovered, and you emerge with more clarity, confidence, and calm than you ever expected.",[],,,,,"112-114 St Stephen's Green, D02TD28, Dublin, D02 YP23",,,,[],,,,,EUR,,,https://strengthwithin.ie/,,,,[],"['https://strengthwithin.ie/', 'https://dublincitymum.ie/listing/strength-within/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Antenatal-2.jpg
Sundrive Nursery & Montessori,Crèches,Crèche & Montessori,[],,,,,"24B Sundrive Rd, Kimmage, Dublin 12, D12 N8H2",,,,[],,,,,EUR,,,https://www.facebook.com/p/Sundrive-Nursery-and-Montessori-100057260066096/,,,35314924774.0,[],"['https://www.facebook.com/p/Sundrive-Nursery-and-Montessori-100057260066096/', 'https://dublincitymum.ie/listing/sundrive-nursery-montessori/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Sundrive.jpg
Sure Sitter,Childminders,"Searching for trusted childcare in Ireland? | SureSitter | is a lifesaver. This parent-friendly platform connects families with local nannies, babysitters, childminders, and au pairs. | Created by parents who know how stressful finding care can be, SureSitter brings the personal touch of word-of-mouth but with the ease of online searching and matching. Post your job, browse thoughtful profiles, interview, and pick the best fit for your little one—it’s that simple.",[],,,,,"Dogpatch Labs, The Chq Building, Custom House Quay, North Dock, Dublin 1",,,,[],,,,,EUR,,,https://suresitter.com/,,,,[],"['https://suresitter.com/', 'https://dublincitymum.ie/listing/sure-sitter/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Sure-Sitter-800x600.jpg
Surfdock,Watersports + Sailing,"Based at Grand Canal Dock, Surfdock offer a unique combination of activities including | paddleboarding, kayaking and windsurfing for beginners. They offer intermediate paddleboarding classes and trips in and around Dublin as well as intermediate windsurfing in the Malahide Estuary. | ​ | Their group sessions are popular for kids birthday parties from April to October. They also run a summer camp for 8 to 16 year olds, with an opportunity to try everything from kayaking, sailing, windsurfing, wakeboarding, paddleboarding and ringo rides. | ​ | In addition, they run SUP Yoga classes​ with Ireland’s only qualified SUP Yoga instructor Alexa von Zett of Dublin SUP Yoga Fitness and Urban Yoga Dublin.",[],,,,,,,,,[],,,,,EUR,,,https://www.surfdock.com/pages/contact-us,,,35316683945.0,[],"['https://www.surfdock.com/pages/contact-us', 'https://dublincitymum.ie/listing/surfdock/']",,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-158.png
Swan Leisure,Swimming,"Swan Leisure in Rathmines offers high-quality children’s swimming lessons in a welcoming, family-friendly environment. With a strong focus on water safety, skill development, and fun, their structured programme supports swimmers of all levels—from beginners to more advanced. Led by experienced instructors, Swan Leisure’s lessons take place in a modern, well-maintained pool with a warm and supportive atmosphere that encourages confidence and progression. Conveniently located and loved by local families, it’s an ideal spot for children to learn essential swimming skills while enjoying every splash along the way.",[],,,,,"Rathmines Square, Lower Rathmines Road, Rathmines, Dublin 6",,,,[],,,,,EUR,,,https://www.swanleisure.ie/contact-us,,,35314967214.0,[],"['https://www.swanleisure.ie/contact-us', 'https://dublincitymum.ie/listing/swan-leisure/']",,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-108.png
Sweet Cicely Catering,Cakes + Caterers,"Sweet Cicely is a Catering Company based in Greenogue Business Park, Co Dublin. From Birthday Parties to Communions and Family Celebrations all catered for in the comfort of your own home. Check out their | kids menu here!",[],,,,,"Rathcoole Park, Rathcoole, County Dublin D24 EA32, Ireland",,53.278304,-6.466256,[],,,,,EUR,,,https://sweetcicely.ie/menu/kids-finger-food,,,35312573770.0,[],"['https://sweetcicely.ie/menu/kids-finger-food', 'https://dublincitymum.ie/listing/sweet-cicely/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Sweet-C.png
Sweet Pea Kids,kids Apparel,"Sweet Pea Kids | is a stylish Irish boutique offering a curated selection of clothing, gifts and accessories for babies and young children. With a focus on quality, comfort and timeless style, Sweet Pea Kids is where you’ll find those special little pieces — soft knits, classic dresses and everyday essentials that look as good as they feel.",[],,,,,,,,,[],,,,,EUR,,,https://sweetpeakids.ie/,,,,[],"['https://sweetpeakids.ie/', 'https://dublincitymum.ie/listing/sweet-pea-kids/']",,,https://dublincitymum.ie/wp-content/uploads/2025/11/Screenshot_1-11-2025_111528_sweetpeakids.ie_.jpeg
Sweety Cakes,Cakes + Caterers,"Let Simona turn your celebration into something truly memorable with her handcrafted, made-to-order cakes—each one uniquely tailored using fresh Irish ingredients and creative flair. With a background as a pastry chef and glowing word-of-mouth, Sweety Cakes delivers show-stopping flavours and designs. Based in Aiken’s Village, this Dublin 18 gem produces everything from wedding centrepieces to birthday masterpieces—with a two-week lead time to ensure perfection.",[],,,,,"Sandyford, Dublin 18",,,,[],,,,,EUR,,,https://sweetycakes.ie/,,,353857700716.0,[],"['https://sweetycakes.ie/', 'https://dublincitymum.ie/listing/sweety-cakes/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-266-481x600.png
Swim Camp,Swimming,"SwimCamp at Castle Park School in Dalkey offers fun and engaging swimming lessons for kids of all abilities. With professional instructors and a welcoming, stress-free environment, your child will build confidence, stamina, and technique while having a blast. Parents love the patient approach that makes swimming enjoyable, even for kids who’ve struggled with lessons before.",[],,,,,"Coliemore House, 1 Coliemore Rd, Dalkey Commons, Dalkey, Co. Dublin, A96 A8D5",,,,[],,,,,EUR,,,https://www.swimcamp.ie/why-swim-camp,,,,[],"['https://www.swimcamp.ie/why-swim-camp', 'https://dublincitymum.ie/listing/swim-camp/']",,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-119.png
Swim Stars,Swimming,"Swim Stars offers fun, confidence-building swimming lessons for children of all ages and abilities across multiple Dublin locations. Their structured programmes are led by experienced, fully qualified instructors who create a warm and supportive environment where children feel safe and encouraged. From first splashes to advanced strokes, Swim Stars focuses on developing strong swimming skills through positive reinforcement and small class sizes. Whether your little one is a beginner or ready to improve their technique, Swim Stars makes learning to swim an enjoyable and rewarding experience.",[],,,,,"Mespil Swimming pool, Sussex Road, Dublin 4",,,,[],,,,,EUR,,,https://www.swimstars.ie/contact-us.html,,,353868567603.0,[],"['https://www.swimstars.ie/contact-us.html', 'https://dublincitymum.ie/listing/swim-stars/']",,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-107.png
Só Bow,Gifts,"Só Bow | is where understated luxury meets modern Irish design. Founded by Dublin designer | Sonia Bowes | , this beautiful brand celebrates timeless craftsmanship through a collection of handcrafted hair bows that balance classic femininity with contemporary style. | Each bow is thoughtfully made in Ireland using the finest materials — think plush velvets, lustrous satins and soft linens — all chosen for their quality, texture and lasting beauty. The result? Elegant accessories that feel both refined and effortless, designed to elevate every look from weekday minimalism to special-occasion polish. | With a palette inspired by nature and a dedication to slow, considered design, Só Bow captures the essence of modern Irish luxury: simple, graceful and beautifully made.",[],,,,,,,,,[],,,,,EUR,,,https://sobow.ie/,,,,[],"['https://sobow.ie/', 'https://dublincitymum.ie/listing/so-bow/']",,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_31-10-2025_104548_www.instagram.com_-582x600.jpeg
Tales for Tadpoles,Books,"A poetic and playful world of beautiful books, Tales for Tadpoles serves up beautifully illustrated stories and creations made for imaginative little minds.",[],,,,,"3 Albert Walk, Bray, Co. Wicklow, A98 TC03, Ireland",,53.203821,-6.101139,[],,,,,EUR,,,https://talesfortadpoles.ie/,,,,[],"['https://talesfortadpoles.ie/', 'https://dublincitymum.ie/listing/tales-for-tadpoles/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-27-at-18.21.14-800x600.png
Tang,Eat,"Tang (Dawson Street, Abbey Street & Cumberland Place) | Bright, buzzing, and full of flavour, Tang serves up healthy, Middle Eastern-inspired dishes in a casual setting that works well for families on the go. Think flatbreads, vibrant salads, and hearty soups, with plenty of veggie and vegan options. Relaxed enough for a quick bite with little ones, yet stylish enough to feel like a treat. | Kids Menu: | No (but lots of flexible, sharable dishes) | High Chairs: | Limited – varies by location | Baby Changing: | No | Why It’s Great: | Wholesome, colourful food that’s fresh, fast, and easy to adapt for kids—plus a friendly, informal vibe. | Nearby Family Activity: | After brunch at Dawson Street, stroll over to | Merrion Square Park | for a run around the playground and a peek at the Oscar Wilde statue, or pop into the free | National Gallery of Ireland | just across the road.",[],,,,,"23C Dawson St, Dublin 2, Ireland",,53.339721,-6.258522,[],,,,,EUR,,,https://www.tang.ie/cafes,https://www.tang.ie/book-dinner-1,,,[],"['https://www.tang.ie/cafes', 'https://dublincitymum.ie/listing/tang/', 'https://www.tang.ie/book-dinner-1']",,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-12-at-15.47.25-800x600.png
Tempo Music School,Baby + Toddler Classes,"Te | mpo Music School offers music appreciation classes for children and parents together in our Baby Beats and Mini Beats classes. ‘Baby Beats’ is a fun and interactive music class for | young children between 9 months and 3 years of age | . Our super friendly facilitator will awaken the musicality in children using song and percussion. In the ‘Mini Beats’ class, | kids from 4 to 6 years old | experience a wide range of instruments, songs and compositions in a comfortable class setting while having plenty of fun in doing so. | Benefits to the children include exercising their sensory motor ability, developing coordination, rhythm, listening and speaking, while promoting the interaction between the children and and also between the child and their parent. Music appreciation classes also prepare children for an instrument class in the future as kids will be introduced to strings, percussion and wind instruments. | ​ | Class Structure: | Welcome Song | : A delightful way to start the session and help your child feel comfortable. | Nursery Rhymes | : Sing along to classics that engage your baby’s listening and language skills. | Sound Exploration | : Introduce your child to new sounds with percussion instruments. | Action Songs | : Enjoy dynamic and interactive movements with music. | Goodbye Song | : End the class on a positive note with a fun and soothing farewell.",[],,,,,"Arts and Business Campus, 40 Lower Drumcondra Road, Dublin 9",,,,[],,,,,EUR,,,https://tempomusicschool.ie/baby-beats-music-classes/,,,,[],"['https://tempomusicschool.ie/baby-beats-music-classes/', 'https://dublincitymum.ie/listing/tempo-music-school/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Tempo-800x600.png
Tennis4Kids,Tennis,"Tennis4Kids is a specially designed programme for children aged 5 to 12, helping kids of all abilities enjoy and learn tennis in a fun, supportive environment. Using smaller courts, softer balls, and junior-sized rackets, children can develop skills at their own pace while building confidence and coordination. | ​ | The friendly coaching team gets to know each player, encouraging progress and a love for the game – perfect for beginners and experienced young players alike",[],,,,,"The Rectory, 15 Seafield Rd W, Clontarf, Dublin 3, D03 NX77",,,,[],,,,,EUR,,,https://www.tennis4kids.ie/,,,35318326616.0,[],"['https://www.tennis4kids.ie/', 'https://dublincitymum.ie/listing/tennis4kids/']",,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-295.png
That’s So Lovely,kids Apparel,"That’s So Lovely | is a celebration of handcrafted charm and considered Irish design. Founded and made in Ireland, this boutique brand specialises in beautifully made hair accessories — from soft headbands to elegant bow clips — each one created with care, quality and a keen eye for detail. | Every piece is handmade to order, using carefully chosen fabrics that balance comfort with style. The result is a collection that feels timeless yet contemporary — perfect for adding a delicate, design-led touch to any look. | With its thoughtful craftsmanship and gentle aesthetic, That’s So Lovely embodies exactly what its name promises: simple, beautiful, and so very lovely.",[],,,,,,,,,[],,,,,EUR,,,https://thatssolovely.com/,,,,[],"['https://thatssolovely.com/', 'https://dublincitymum.ie/listing/thats-so-lovely/']",,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_31-10-2025_10483_thatssolovely.com_.jpeg
