Title,URL,Tagline,Description,Categories,Ages Detail,Region,Address,Latitude,Longitude,Phone,Email,Website,Facebook,Instagram,Other Links,Pricing,Verified,Promoted,Listing Type,Thumbnail
Kentstown Parent & Toddler Group,https://totsspots.com/listing/kentstown-parent-toddler-group/,Coffee and chat while the little ones play,"A place where parents/ grandparents/minders can meet, have a coffee and chat while the little ones play
We know how hard it can be to meet other parents/make friends when you have little ones, we have set up this group so that parents/grandparents/minders can meet others in the area, have a coffee and chat and the little ones can play.
Thank you to everyone who has supported us so far and we look forward to seeing more new faces each week!
📍 Location: Seneschalstown GFC, Dollardstown, Co. Meath, Ireland,C15 X51
⏰Day/Time: Every Friday 10am - 11.45am (during school term time)
💶 Cost: €5 per family
🧸Contact Details: Contact Clare on 087-9743017 for any enquires","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Meath,"Dollardstown, County Meath, C15 X510, Ireland",53.6841,-6.58716,,,https://www.facebook.com/p/Kentstown-Toddler-and-Baby-Group-100067292811547/,https://www.facebook.com/p/Kentstown-Toddler-and-Baby-Group-100067292811547/,,,per Family: 5€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Kids French classes in Navan (3 to 12 years old),https://totsspots.com/listing/french-classes-for-children-from-3-to-12-years-old/,Learn French while having fun!,"🇫🇷Rendez-vous français offers a fun introduction to French for children. Children will discover the language and culture through games, stories, songs, art and craft and even baking!
🗣️Our motto: we learn better when we're having fun!
👉Caroline is a French qualified native teacher, and has been teaching French in preschools, primary schools and Rendez-vous français in Ireland for 15 years.
We run 3 different age groups :
- 3 years old up to Senior Infants
- 1st class up to 3rd class
- 4th class up to 6th class
Check our website for dates & times or get in touch.
📍Location : Rendez-vous français, St Mary's Community Centre, Navan, Co. Meath",Language,"3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old",Meath,"St Mary's Community Centre, Trimgate St, Townparks, Navan, Co. Meath, Irlande",53.65205,-6.68692,,caroline@rendezvousfrancais.com,https://rendezvousfrancais.com/,https://www.facebook.com/rendezvousfr,https://www.instagram.com/rendezvousfrancais/,,French classes for children (10-week term): 110€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/03/Logo-couleur-sans-fond-150x150.webp?crop=1
LBfitness Baby Bootcamp,https://totsspots.com/listing/lbfitness-baby-bootcamp/,Baby bootcamp is a child friendly exercise class,"Baby bootcamp runs, generally for a 4-5 weeks term parents can choose between Mondays at 10am or Thursdays at 10.20am
Classes are 45 minutes long and run from BT fitness in Navan. Mam's must be past their clearance to exercise dates (6weeks post vaginal birth and 12 weeks post c section)",For Parents,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Meath,"Unit 6, Beechmount Homepark, Commons Rd, Townparks, Navan, Co. Meath, Ireland",53.64493,-6.69356,085 114 2209,lyndsey.barnwell@gmail.com,,,https://www.instagram.com/lbfitness1?igsh=YmxnYXo5YW9uNTdk,,5 week block: 65€,True,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Laytown Parent, Baby and Toddler Group",https://totsspots.com/listing/laytown-parent-baby-toddler-group/,"Laytown Parent, Baby & Toddler Group","Laytown Parent and Toddler Group is hosted by Crann Family Resource Centre. Baby and Toddler Group is a stimulating friendly environment which provides play experiences for babies and infants, promotes positive parent-child interaction, advice and information support on child development for parents, guardians, caregivers and childminders.
📍 Location: East Coast Family Resource Centre, 5 Strand Haven, Laytown
⏰Day/Time: Every Thursday, 10.00am- 12.00pm
💶 Cost:  FREE
🧸Contact Details: you can contact Edel 041-9828588  for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Meath,"5 Strand Haven, Ninch, Laytown, County Meath, Ireland",53.68031,-6.23921,0419828588,,https://www.crannsupportgroup.ie/eastcoastfamilyresourcecentre/groups-activities/,https://www.facebook.com/EastCoastFRC,,,Per Family: FREE€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Little Folk Music for Babies, Toddlers & Young Children",https://totsspots.com/listing/little-folk-music-for-babies-toddlers-young-children/,Engaging & interactive early years music class,"Little folk is an early years music class for children aged 3 months – 5 years (6 or even older) and their adults.
Featuring 45 minutes of live music, playing percussive instruments and movement with scarves, a good time is to be had by all. Classes explore rhythm, tempo and movement featuring original and traditional children’s music. Kyle has been writing and performing children’s music for the last 11 years.
Mondays- 10am Oldcastle Masonic Hall, Co Meath
Tuesdays- 10&11am Mullingar Arts Centre
Wednesday- 10&11am Kells Family Resource Centre
Fridays- 10&11am The Backyard, Cavan Town",Music,"6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Meath,"1 Church St, Oldcastle, Co. Meath, A82 DY29, Ireland",53.76922,-7.16102,,littlefolkmusic@outlook.com,https://kylejamesriley.com/,https://www.facebook.com/littlefolkmusicclass,https://www.instagram.com/kylejriley?igsh=MWNsZHZ0anloMHdyaA==,,Per class: 10€,True,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Little bears,https://totsspots.com/listing/little-bears/,A creative and fun environment for little ones,"Baby/ toddler play group Meath
We provide a creative and fun environment for little ones to explore.
Tuesdays Thursdays and Fridays 10-11am
Any caregiver can attend. Caregivers are required to stay for the duration of class.",Baby & Toddler Group,"6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Meath,"Dunshaughlin, County Meath, A85 FY91, Ireland",53.51396,-6.54087,,littlebearsplay.info@gmail.com,,,,,Per class: 14€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/ADE8BFDE-80D5-4181-956A-82B987A0179D-150x150.webp?crop=1
"Longwood Parent, Baby and Toddler Group",https://totsspots.com/listing/longwood-parent-baby-toddler-group/,"Longwood Parent, Baby & Toddler Group","Longwood Parent and Toddler Group is a great group in the  area for all the parents with young children. Bring some toys and the group provides tea. It is also known as the wiggly wonders playgroup.
Join the Facebook group and pop along to the sessions to meet other adults while your toddler get to make friends.
📍 Location: Longwood Preschool on the Green, Old National School, Longwood, Co. Meath, A83H276
⏰Day/Time:  Every Tuesday during school term from 10.00am - 11. 45
💶 Cost: €3 per child or €4 for two or more kids
🧸Contact Details: you can contact Aiveen 0861219002 for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Meath,"Longwood, County Meath, Ireland",53.45501,-6.92479,0861219002,,https://longwoodpreschool.ie/longwood-parent-and-toddler-group/,https://www.facebook.com/groups/406219093283480/,,,Between: 3-4€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Mum & Baby French Classes,https://totsspots.com/listing/mum-baby-french-classes/,Come meet other mums & learn French with your baby,"🎶 Through nursery rhymes and stories, your baby will discover the sounds of a new language, while having a lot of fun!
What makes our classes different from any others?
🗣️ You will be learning French as well!
As a new mum, I know how you need to do things just for yourself, whether it’s exercising, reading, or… learning French! But it is not always easy to have someone to mind your baby while you are going to a class. Our classes are made so that you can come and learn French, and bring your little one with you!
👶 The classes will be baby-led: your baby is hungry, tired, grumpy? Don’t worry at all! We have all been there. Feel free to feed, stand up, walk, rock and bounce!
It is not only a class for your baby, but for yourself too, and you definitely deserve it!
👉 Caroline is a French qualified native teacher, and has been teaching French to all ages in Ireland for 15 years. She is also mum of a little girl, with whom she started the mum & baby classes 3 years ago.
🗓️ Tuesdays, 10.30 to 11.30am
👶 From birth to pre-crawlers
📍Location : Rendez-vous français, St Mary's Community Centre, Navan, Co. Meath","Language, Baby & Toddler Group","0-6 months, 6-12 months",Meath,"St Mary's Community Centre, Trimgate St, Townparks, Navan, Co. Meath, Irlande",53.65205,-6.687,,caroline@rendezvousfrancais.com,https://rendezvousfrancais.com/classes/rendez-vous-mamans/,,,,6-week course: 90€,True,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Mum & Baby Pilates with Éilis,https://totsspots.com/listing/mum-baby-pilates-with-eilis/,Mum & Baby Pilates Class,"My Mum & Baby Pilates class is a gentle and supportive postnatal exercise class designed to help mothers rebuild strength, improve posture, and reconnect with their bodies after birth — all while keeping baby close by.
Classes focus on pelvic floor recovery, core strengthening, mobility and body alignment in a welcoming, baby-friendly environment.
Stick around for a cup of tea and chat afterwards and get to know other mums at a similar stage. No previous Pilates experience is needed.
Time & Location:
Fridays at 10.45AM for a 6-week term
Deerpark Hub, Carlanstown, Co. Meath
Who Can Attend:
This class is open to mothers with babies who are ideally in the pre-crawling stage","Yoga & Wellness, For Parents, Baby & Toddler Group","0-6 months, 6-12 months",Meath,"Deerpark, County Meath, A82 N9P8, Ireland",53.7652,-6.83808,0831149279,pilateswitheiliskeegan@gmail.com,https://www.pilateswitheilis.ie/,https://www.facebook.com/p/Pilates-with-%C3%89ilis-61571044007694/,https://www.instagram.com/pilateswitheilis/,,6 week term: 70€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/Pilates-with-EIlis-2.0-1-150x150.webp?crop=1
Mum 2 Mum Ratoath,https://totsspots.com/listing/mum-2-mum-ratoath/,Mum 2 Mum support and breastfeeding guidance,"We are a group of local mums with babies/toddlers, supported by Friends of Breastfeeding. Come along for a coffee &b a chat and meet new friends.
When: Every Friday 10am-12pm in the Yoga room, The Village Centre, Ratoath, Co. Meath
Check Facebook to confirm meet up dates.","Breast Feeding, For Parents","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Meath,"The Village Centre, Ratoath, Co. Meath, Ireland",53.5078,-6.46186,,,https://www.instagram.com/mum2mumratoath,,https://www.instagram.com/mum2mumratoath,,Donation: 2€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Navan Library Parent and Toddler Group,https://totsspots.com/listing/navan-library-parent-and-toddler-group/,Parent and Toddler Group in Navan Library,"Navan Parent & Toddler Group is hosted by Navan Library. Come along for stories and rhymes in this Parent and Toddler session every Wednesday at Navan Library.  The story session is followed by free play with toys and games provided.  It's a way to keep the little ones entertained while equipping them with early literacy skills and you can meet some parents for a chat too.
📍 Location: Navan Library, Railway St, Dillonsland, Navan, Co. Meath, C15 RW31
⏰Day/Time:  Every Wednesday 10.15am – 11.15am (Check during school term breaks as sometimes the group maybe cancelled to facilitate kids camps)
💶 Cost: Free
🧸Contact Details: you can contact 046 9021134 for any queries","Playgroups, Storytime, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Meath,"Dillonsland, Navan, County Meath, C15 RW31, Ireland",53.65038,-6.68541,046 9021134,,https://www.meath.ie/council/events/navan-parent-and-toddler-storytime,https://www.facebook.com/meathcountylibrary,https://www.instagram.com/meathlibrary/?hl=en,,Price: Free€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Neuroverse Explorers,https://totsspots.com/listing/neuroverse-explorers-meath/,Afternoon STEM Club for neurodivergent tweens,"Neuroverse Explorers is a vibrant club designed for neurodivergent tweens and teens to explore, create, and connect. Dive into fun STEM activities, from experiments to tech projects, in a welcoming and inclusive space where you can be yourself. Whether you’re building, experimenting or just hanging out, this is a place to chill and make friendships. Thursdays from 4:45pm-6:15pm.","STEM, Social","10 year old, 11 year old, 12 year old, 13 year old, 14 year old",Meath,"Lougher, County Meath, A92 P5K6, Ireland",53.66363,-6.48426,,danielle@beeutifulminds.ie,https://beeutifulminds.ie,https://www.facebook.com/beeUtifulminds.ie/,https://www.instagram.com/beeutifulminds.ie/,,Per session: 30€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/12/1932-beeutiful-Minds-Logo-AW-150x150.webp
Oldcastle Library Parent and Toddler Group,https://totsspots.com/listing/oldcastle-library-parent-toddler-group/,Parent and Toddler Group in Oldcastle Library,"Oldcastle Parent & Toddler Group is hosted by Oldcastle Library. Meet with other parents at these Parent & Toddler sessions and socialise your little ones at the same time.  There's plenty of free play and a storytime as well.  New members are always welcome.
📍 Location: Oldcastle Library, Millbrook Rd, Oldcastle, Co. Meath, A82 N125
⏰Day/Time:  Every Wednesday 10.15am – 11.30am (Check during school term breaks as sometimes the group maybe cancelled to facilitate kids camps)
💶 Cost: Free
🧸Contact Details: you can contact 049-8542084 for any queries","Playgroups, Storytime, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Meath,"Oldcastle, County Meath, Ireland",53.77002,-7.16241,049-8542084,,https://www.meath.ie/council/events/oldcastle-parent-toddler-group,https://www.facebook.com/meathcountylibrary,https://www.instagram.com/meathlibrary/?hl=en,,Price: Free€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Play and Music Meath,https://totsspots.com/listing/play-and-music-meath/,Fun developmental play classes with a music focus,"Classes created by experts in early childhood development.
Run by a highly experienced facilitator with a background in music who specialises in play therapy.
Classes are child led, building on each child's own abilities.
Wednesday, Friday and Saturday mornings in Navan Town Centre.
Parents, grandparents and caregivers welcome and are required to stay for the duration of the class and to participate as much as possible.","Playgroups, Music","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Meath,"Abbeyland South, Navan, County Meath, C15 DDW2, Ireland",53.65397,-6.68769,0868141534,karla@playandmusicmeath.ie,https://playandmusicmeath.ie/,https://www.facebook.com/playandmusicmeath,https://www.instagram.com/playmusicmeath/,,Pay as you go: 10€; Siblings Pay as you go: 15 €; 5 class pass: 40€; Siblings 5 class pass: 60 €,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/Play-and-Music-Meath-Logo-150x150.webp?crop=1
Playful Tribe,https://totsspots.com/listing/playful-tribe-3/,Sensory & Messy Play,"Our Sensory and Messy Play Sessions are child-led, and free-flow. There’s no rigid routine, children are free to explore, create, and play in their own way.
Each week we introduce a different theme, bringing new learning opportunities, textures, toys, and resources to explore. The room is thoughtfully set up with individual play stations, spaced out to give children room to move and choose what interests them most.
Your child might squish scented dough, pour colourful water, dig in sensory bins, paint with unusual tools, build small-world scenes, or investigate natural materials.
Through open-ended play, children develop important skills from fine and gross motor skills to problem-solving, creativity, and language development, all while having fun. Parents can enjoy a relaxed, welcoming environment and plenty of special moments to share.
Ages: 6 months – 5 years
Babies under 10 months can attend for free with a paying sibling.
Fridays 10:15am - 11:00am
Saturdays 10:00am - 10:45am
Venue: Parish Room of St. Mary's Church of Ireland, Laytown Road, Julianstown, A92 VR02
Please dress children in clothes you don’t mind getting dirty (bring spares).
Barefoot or non-slip socks work best, as some play areas may get wet or slippery.
Parents and carers must stay and supervise their children throughout the session.
Booking page: https://bookwhen.com/playfultribe
Instagram: https://www.instagram.com/playfultribe
Email: contact.playfultribe@gmail.com","Playgroups, Sensory/Messy Play","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Meath,"Julianstown West, County Meath, A92 VR02, Ireland",53.67477,-6.27945,,contact.playfultribe@gmail.com,https://bookwhen.com/playfultribe,,https://www.instagram.com/playfultribe,,,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/Logo-1-1-150x150.webp
Playful Tribe,https://totsspots.com/listing/playful-tribe-2/,Art Clubs,"Our Art Club After School Sessions are relaxed and process-led, with the focus on creativity, self-expression, and enjoying making art. We explore a range of materials including air-dry clay, watercolours, oil pastels, acrylics, drawing, and mix-media, while learning how to use professional tools and techniques.
All materials are included.
This is a drop-off class held at my home studio in Bettystown.
Please send the kids in clothes you don't mind getting stained.
These classes are suitable for children who are comfortable participating independently without one-to-one support.
Classes run on a continuous basis throughout the year, and you can join at any time once we have a vacancy in the class of your choice.
Time: 4pm - 5:30pm
Mondays - Junior & Senior Infants
Tuesdays - 1st Class - 6th Class",Art & Crafts,"5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old",Meath,"Rowlagh, Eastham Rd, Betaghstown, Bettystown, Co. Meath, Ireland",53.69931,-6.25334,0838303392,contact.playfultribe@gmail.com,https://bookwhen.com/playfultribe,,https://www.instagram.com/playfultribe,,,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/Logo-1-1-150x150.webp
Pregnancy/Post-Natal Pilates,https://totsspots.com/listing/post-natal-pilates-pregnancy-pilates/,Pre and Post Natal Classes,"We are a Physio and Pelvic health clinic in Navan and have a studio where we have a range of classes including:
Post Natal Pilates:
This class is geared to those who have had their baby. As soon as you feel up to it, this class is more tailored to improving the pelvic ligament stability after the birthing process. You can continue in this class for 1-2 years after labour
We also offer Baby Massage Classes:
Classes meet once a week for 5 weeks.
The classes are designed for parents, grandparents and other caregivers with their babies. The ideal age for babies is birth to pre-crawling. Participants massage their babies whilst being guided through a step-by-step massage routine. Each participant receives individual attention. Classes include relaxation techniques and talks on issues such as crying, sleeping and baby emotions. All participants receive handouts, massage oil and refreshments.","Baby Massage, Yoga & Wellness, For Parents","0-6 months, 6-12 months, 15 year old",Meath,"Abbeyland South, Navan, County Meath, C15 AH72, Ireland",53.65359,-6.69141,0863862001,info@bodybalancephysiotherapy.ie,https://bodybalancephysiotherapy.ie,,,,Pilates - 5 week term: 65€; Drop in classes: 15 €,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/02/Boby-Balance-New-Logo-long-1-150x150.webp?crop=1
"Ratoath Parent, Baby and Toddler Group",https://totsspots.com/listing/ratoath-parent-baby-and-toddler-group/,"Ratoath Parent, Baby & Toddler Group","Ratoath Parent and Toddler Group is open to parents, grandparents and childminders who are looking to meet other adults for a kind empathetic ear or voice or even to make friends or just to have a bit of a fun outing with your child amongst others in a safe friendly space, please join our new Baby and Toddler get-together.
This is a great way to meet other people with children of the same age in your area. These groups are traditionally aimed at mothers and fathers but we welcome babysitters, grandparents, and other guardians.
There will be tea, coffee, and biscuits provided as well as a few toys. Babies/Toddlers are welcome to bring their own toys and snacks!
📍 Location: St Olivers Community Centre CLG, Main Street, Ratoath, Co. Meath
⏰Day/Time:  Every Wednesday during school term from 9.30am - 11am
💶 Cost: From €3 - €5 per family
🧸Contact Details: you can contact Annette	01 689 5600 for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Meath,"Main Street, Ratoath, Co. Meath, Ireland",53.5054,-6.4542,016895600,,https://www.thevenueratoath.ie/activities,https://www.facebook.com/profile/100063458802107/search/?q=toddler,,,Per Family Ranging from: 3€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Sing and Smile with Aisling,https://totsspots.com/listing/meath-toddler-music-class/,A fun class promoting wellness and music,"A fun Music Baby and Toddler Parent Group promoting wellness and music for children. This is more than just singing and dancing, its helping them grow! Classes to develop musical education for all ages, encouraging social development, movement and mindfulness
Locations:
-- Dunshaughlin Dance, Dunshaughlin at 10am Monday mornings
-- Ratoath Community Centre, Ratoath at 10.15am Wednesday mornings
-- The Oak Centre, Dunboyne at 10.15 Thursday mornings
Aisling runs extra classes, in The Venue, Ratoath, Co. Meath, adhoc Saturdays, at 10:15am & 11:30am. which can be found on her website and socials
Classes can be booked on the website www.singandsmilewithaisling.ie","Playgroups, Music","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Meath,"Ratoath, County Meath, Ireland  Dunshaughlin, County Meath, Ireland  Dunboyne, County Meath, Ireland",53.50987,-6.46995,0868446166,singandsmilewithaisling@gmail.com,https://singandsmilewithaisling.ie,https://www.facebook.com/SingandSmilewithAisling,https://www.instagram.com/singandsmilewithaisling/,,Drop in Class: 15€; Booked Class: 13€; Book of 6 classes: 60€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/02/SingandsmileFB-1-150x150.webp?crop=1
"Skryne Navan Parent, Baby and Toddler Group",https://totsspots.com/listing/skryne-navan-parent-baby-toddler-group/,"Skryne Navan Parent, Baby & Toddler Group","Skryne Navan Parent and Toddler Group is a chance to meet other families, socialise & enjoy a hot cuppa. Let the little ones play with books and toys while the parents/grandparents/carers have a chat. Lovely seasonal events such as Christmas and Valentine's Day parties.
📍 Location: Skryne RST, Skryne, Navan, Ireland (C15 WY90)
⏰Day/Time:  Every Wednesday during school term from 9.15am - 11.15am
💶 Cost:  €3
🧸Contact Details: you can contact Catherine 087 361 3388 for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Meath,"Skryne, County Meath, Ireland",53.58598,-6.56215,087 361 3388,,,https://www.facebook.com/SkryneRSTbabytoddlergroup/,,,Per Family: 3€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Stamullen Parent, Baby & Toddler Group",https://totsspots.com/listing/stamullen-parent-toddler-group-meath/,Stamullen Baby & Toddler Group,"Stamullen Parent, Baby and Toddler Group in Meath.
Come and pop into this playgroup if you want your little one to meet other kids in the area. They have a large hall and plenty of toys for the kids. They are sure to sleep on the way home after burning off loads of energy. A great place to meet other parents, grandparents and carers too. Tea and Coffee is provided but remember to bring your own cup!
The group has festive activites throughout the year for Halloween and Christmas.
📍Location: Patrick's GAA Club, Stamullen, Meath,
🗓️⏰Time: Every Tuesday from 9:30am -11:00am (during school term)
💶 Cost: €5 per Family
🧸Contact Details: you can contact Stamullenplaygroup@gmail.com for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Meath,"Stamullen, County Meath, Ireland",53.63023,-6.26834,,Stamullenplaygroup@gmail.com,,https://www.facebook.com/profile.php?id=61563039605057,,,Per Family (voluntary contribution): 5€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-150x150.webp?crop=1
Strong Mom,https://totsspots.com/listing/strong-mom/,Bring your baby to the gym,"Motherhood is difficult in so many ways. It is important to take time for you. Exercise can help improve mood and boost energy levels. These benefits can be very important in the first year postpartum  Be a StrongMom 💪
This class introduces a gradual return to exercise post partum. It is suitable for any mothers who want to return to exercise with their babies who are pre crawlers, so no need to organise a baby sitter. Come and join the fun.
-Pelvic floor muscle training
- Breathing exercises
- Strength and conditioning
🌟Free trial on the 14th of May
Monday & Wednesday at 9:30am in Gormanston college
DM Strongmomire on Instagram for more information.",For Parents,"0-6 months, 6-12 months",Meath,"Gormanston, County Meath, K32 NH30, Ireland",53.63443,-6.23585,0860566049,mooreeadaoin33@gmail.com,https://www.instagram.com/p/DIgyErOxMl5/?igsh=MXZwbnUyMDN5ZnJzdg==,,https://www.instagram.com/p/DIgyErOxMl5/?igsh=MXZwbnUyMDN5ZnJzdg==,,Trial session: Free €; 5 week block- two session per week: 140 €,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/04/Strong-MOM-Instagram-Post-4_5_20250416_153347_0005-150x150.webp?crop=1
Summerhill Baby and Toddler Group,https://totsspots.com/listing/summerhill-baby-and-toddler-group/,Ran FOR our community BY our community,"Baby & Toddler Group - Summerhill Community Centre, Thursdays 9.30 - 10.30
Come along for playtime and morning coffee ☕
New Faces always welcome","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Meath,"Summerhill Demesne, Summerhill Demesne, Co. Meath, Ireland",53.46626,-6.74258,,summerhillsmallies@gmail.com,https://www.facebook.com/summerhillbabyandtoddlergroup/,https://www.facebook.com/summerhillbabyandtoddlergroup/,,,Child: 3€; Family: 5€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
The Sensory Explorers Club,https://totsspots.com/listing/the-sensory-explorers-club-meath/,Afternoon Clubs for neurodivergent children,"During these sessions we allow children to experiment through their 8 senses by giving them access to a range of activities. They will have regular access to our brand new sensory room. In addition to a lot of movement activities, each session will include gentle activities that engage all the senses to encourage self-knowledge, development of confidence, emotional regulation and communication skills.
Sessions available on Tuesday from 3pm-4:45pm and Thursday from 2:45pm-4:30pm. Caregivers are not required to stay, but we allow the child to have a settling in period if needed. We recommend packing spare clothes in your child’s bag, just in case they get dirty or wet.","Art & Crafts, Sensory/Messy Play, Social","2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old",Meath,"Lougher, County Meath, A92 P5K6, Ireland",53.66363,-6.48426,,danielle@beeutifulminds.ie,https://beeutifulminds.ie,https://www.facebook.com/beeUtifulminds.ie/,https://www.instagram.com/beeutifulminds.ie/,,Per session: 30€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/12/1932-beeutiful-Minds-Logo-AW-150x150.webp
Tools For Life Club,https://totsspots.com/listing/tools-for-life-club-meath/,Club for neurodivergent homeschooled children,"Our Tools for Life Club offers a dynamic space for homeschooled children to connect, grow, and learn together. Rooted in Montessori, Steiner, and democratic learning philosophies, our club empowers children to lead and organise their own activities, from gardening and cooking to caring for animals. With a focus on hands-on experiences, creativity, and collaboration, children thrive in an environment that nurtures their independence and curiosity. Our fully equipped sensory room provides a calm and engaging space for exploration and self-regulation, ensuring that every child feels supported and inspired. Tuesdays 10am-12:30 pm (4-7 years old) Fridays 10am- 12:30pm (8-13 years old)",Social,"4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old",Meath,"Lougher, County Meath, A92 P5K6, Ireland",53.66363,-6.48426,,danielle@beeutifulminds.ie,https://beeutifulminds.ie,https://www.facebook.com/beeUtifulminds.ie/,https://www.instagram.com/beeutifulminds.ie/,,Per session: 60€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/12/1932-beeutiful-Minds-Logo-AW-150x150.webp
Touch Therapies by Aimee,https://totsspots.com/listing/touch-therapies-by-aimee-baby-massage-class/,Baby Massage Classes in Navan Co Meath,"This class is a small baby-led class that provides both a relaxed calm environment for both the parent and baby to embrace a bonding experience through the means of nurturing touch of infant massage while following and tending to our baby's cues.
The class is suitable from birth to pre crawling. Each week we learn the strokes of a new body part and go back over the strokes learnt in the previous week, along with learning about the different benefits of Baby Massage and how to grow massage through the ages. We then enjoy a cup of tea or coffee while discussing a new baby/parent related topic each week.
While this class provides lots of benefits for babies such as aiding digestion, nurturing touch, constipation and teething, it also provides lots of benefits to the parent such as getting to know other parents in the local area, building that supportive community and finding out some tips, advice and ideas to try along the way of your parenting journey.
📍Location: The class runs for 5 consecutive weeks and is held in Johnstown, Navan.
🗓️: Classes run on Wednesday / Friday",Baby Massage,"0-6 months, 6-12 months",Meath,"Johnstown, County Meath, Ireland",53.63764,-6.65469,0857318806,touchtherapiesbyaimee@gmail.com,,https://www.facebook.com/p/Touch-Therapies-by-Aimee-100075906324462/,https://www.instagram.com/touchtherapiesbyaimee/,,5 week term: 120€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/04/touch-therapies-logo-Circle-Sticker-150x150.webp?crop=1
