Title,URL,Website,Phone,Description,Address,Latitude,Longitude,Categories,Dublin Zone,Book Now URL,Added Date,Image URL
The Cool Food School,https://dublincitymum.ie/listing/the-cool-food-school/,https://www.thecoolfoodschool.ie/,,"Not exclusively weaning, but fabulous at weaving healthy-eating values and weaning advice into the mix. At The Cool Food School, they have a passion for healthy eating and love sharing it with kids through fun, interactive online and in person workshops. The | “How to Wean My Baby” | blog is a superb resource, linking to trusted sources like the HSE, WHO, Bord Bia, and Solid Start.","Dublin, Ireland",53.349805,-6.26031,Weaning + Family Meals,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-26-at-17.40.58-636x600.png
The Divine Foodie,https://dublincitymum.ie/listing/the-divine-foodie/,https://thedivinefoodie.com/products/kiddie-party-platter,,"Wow your guest with the Divine party platter. It’s sooo cute, sweet and savoury items such as cookies, Nutella sandwiches, mallows, sweeties, cupcakes, mini rice Krispy chocolate squares, Macarons, and soooo much more. This is a centre piece that will keep everyone happy. We can alter the ratio of sweet to savoury to suit, or add additional kiddie friendly Sammies | Must be ordered | the week before your event. This can be customised to your party’s colour schemes. | Delivery to Dublin & Wicklow | Collection available from Kilcoole","Penny lane, Kilcoole, Co. Wicklow, A63 K029",,,Cakes + Caterers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Divine-485x600.png
The Dream Team,https://dublincitymum.ie/listing/the-dream-team/,https://www.thedreamteam.ie/,,"Founded by Gentle Sleep Coaches Laura and Orla, The Dream Team offers sleep training services from newborn through toddlerhood. Trained under Kim West, “The Sleep Lady,” their approach is structured yet compassionate, empowering parents with practical tools while avoiding overly rigid or distressing methods. Their packages include newborn foundations, toddler troubleshooting, and full support consultations.","Dublin, Ireland",53.349805,-6.26031,Sleep Consultants,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-26-at-17.08.35-800x600.png
The Elbow Room,https://dublincitymum.ie/listing/the-elbow-room/,https://www.thediversemindsacademy.com/,+353833497487,"The Elbow Room offers creative yoga | classes designed to stimulate children’s imagination, maintain their natural flexibility and teach them to breathe correctly. Children’s Yoga classes combine exciting adventures with songs, stories and relaxation techniques.","32 North Brunswick Street, Stoneybatter, Dublin 7",,,Yoga,,,,https://dublincitymum.ie/wp-content/uploads/2025/07/Screenshot-181-800x596.png
The Fitzwilliam Hotel,https://dublincitymum.ie/listing/the-fitzwilliam-hotel/,https://www.fitzwilliamhoteldublin.com/,+35314787000,"Location: | St. Stephen’s Green, Dublin 2 – Overlooking St. Stephen’s Green and a short walk from the Little Museum of Dublin. | Family Perks: | Spacious family suites, kid-friendly menus, babysitting services, and a relaxed luxury feel. Perfect for families wanting to be close to Grafton Street, the park, and cultural sites.","127/128 St. Stephen's Green, Dublin, D02 HE18, Ireland",53.339401,-6.261424,High End Family Friendly Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-at-07.19.56-800x600.png
The Fumbally,https://dublincitymum.ie/listing/the-fumbally/,https://thefumbally.ie/cafe/,+35315298732,"The Fumbally | (Fumbally Lane) | Quirky, relaxed, and dare-we-say | cool | —the Fumbally is a bruncher’s dream, with rustic interiors and incredibly delicious food this is one of our family favourites. One high chair is available so prob more suites to babies in buggies or slightly older kids, and the vibe is neighbourhood chic. Mid-range for incredible quality and scene. | Kids Menu: | No but their Arancini balls and Fumbally eggs are a family favourite. | High Chairs: | Yes – one! | Baby Changing: | Yes | Why It’s Great: | A neighbourhood gem that feels both inspired and effortless for family outings. | Nearby Family Activity: | Just around the corner from | Christ Church Cathedral | —great for a quick history stop or sensory play in the crypt.","Fumbally Lane, Dublin 8",,,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-2025-08-31-at-11.33.34-800x600.png
The GAA Museum,https://dublincitymum.ie/listing/the-gaa-museum/,https://crokepark.ie/tours,,"The GAA Museum | at Croke Park offers an exciting indoor experience that’s perfect for families, combining sport, history, and hands-on fun. Kids can take part in Cú Chulainn’s Quest, a new interactive trail that guides young visitors through the museum with engaging challenges and discoveries rooted in Irish mythology and Gaelic games. Children can test their hurling and football skills in the interactive games zone, while younger ones will love the colourful play area filled with toys and sensory-friendly features. With fascinating exhibits, a Hall of Fame, and family-friendly dining at the Blackthorn Café, it’s a great all-weather destination for a day out. | The GAA (Gaelic Athletic Association) is Ireland’s largest sporting organisation. It represents our unique national games of hurling and Gaelic football and is celebrated as one of the world’s greatest amateur sporting associations. | More than just a stadium, Croke Park is the home of Gaelic Games offering 3 different experiences | – Immerse yourself in Irish culture with a visit to the | GAA Museum | – The Croke Park | Stadium Tour | – Learn about Dublin from 17 storeys high on the | Kellogg’s Skyline Tour | Both tours include access to the GAA Museum and interactive games zone. | Booking in advance is advisable. | Please note visitors must be 12 years of age or older to take a Kellogg’s Skyline tour.","Drumcondra, Dublin, D03 P6K7, Ireland",53.361244,-6.252433,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/GAA_Museum-14-800x600.jpg
The Gers,https://dublincitymum.ie/listing/the-gers/,https://www.geraldinesgaa.ie/,,"Geraldines P. Moran GAA Club, known as The Gers, is a well-established GAA club based in Cornelscourt-Foxrock, Dublin. With a strong focus on community, teamwork, and fun, the club provides a safe and inclusive environment for children of all ages to develop their skills in Gaelic football and hurling. | With 29 thriving teams, The Gers is always open to new members, whether your child is a complete beginner or an experienced player. The club is dedicated to fostering a love for Gaelic games while helping young players build confidence, friendships, and a strong team spirit.","Bray Rd, Cornelscourt, Dublin",,,GAA,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-233.png
The Gibson Hotel,https://dublincitymum.ie/listing/the-gibson-hotel/,https://www.thegibsonhotel.ie/,+35316815000,"Location: | Point Village, Dublin 1 – Next to the 3Arena and close to the Docklands and the Luas tram line for easy access to Dublin’s central attractions, and EPIC nearby. | ​ | Family Perks: | Family rooms, a relaxed and spacious atmosphere, and a kid-friendly restaurant. The hotel is a short tram ride from Dublin’s city center, making it easy to explore popular attractions like Dublin Castle, Christ Church Cathedral, and Phoenix Park. The hotel also offers views of Dublin Port and is close to the vibrant Grand Canal Dock area.","North Wall Avenue, Dublin, D01, Ireland",53.348372,-6.229826,Mid Range Family Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-at-07.48.04-800x600.png
The Grafton Hotel,https://dublincitymum.ie/listing/the-grafton-hotel/,https://www.thegrafton.ie/,+35312552700,"Location: | Steps from Grafton Street and St. Stephen’s Green | Family Perks: | This stylish hotel combines contemporary design with family-friendly amenities. It’s within walking distance of top attractions like the Little Museum of Dublin and the National Museum of Ireland. Spacious family rooms, a warm ambiance, and proximity to kid-friendly restaurants make it a great pick for families looking for | a central location.","31/32 Stephen Street Lower, Dublin, D02 WV05, Ireland",53.341121,-6.264074,Mid Range Family Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-10-at-16.22.37-800x600.png
The Happy Pear – Greystones,https://dublincitymum.ie/listing/the-happy-pear-greystones/,https://thehappypear.ie/our-cafe-and-shop/,,"The Happy Pear – Church Road, Greystones | (Greystones, Co. Wicklow) | This sun-kissed plant-based café and shop started as a simple greengrocer but has blossomed into a beloved destination for wholesome, vibrant vegetarian (and vegan-friendly) dining. The menu changes daily—think hearty salads, nourishing mains, and clever sweet treats—all served in a warm, community-filled space. With high chairs available and welcoming staff, it’s a mid-range gem that treats your family to delicious eats and honest hospitality. | Kids Menu: | Not formal—yet the menu and welcoming space make it kid-friendly and fun to explore. | High Chairs: | Yes | Baby Changing: | Yes | Why It’s Great: | Stunning vegetarian fare, brilliant local produce, and an infectious feel-good atmosphere founded on sustainability and community. | Family Activity Nearby: | Pair your visit with a walk along the | Greystones Cliff Walk | , a gentle seaside trail offering breathtaking views of the coastline. A perfect way to stretch little legs and breathe in fresh sea air right after a cosy, nutritious meal.","Church Rd, Rathdown Lower, Greystones, Co. Wicklow, Ireland",53.146728,-6.067099,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-31-at-11.13.14-754x600.png
The Home Reset,https://dublincitymum.ie/listing/the-home-reset/,https://www.thehomereset.ie/,,"Finding your home in a perpetual state of “stuff explosion” and feeling like you’re running in circles trying to keep up? | The Home Reset | , led by CPD-certified organiser Hazel Burton, specialises in transforming chaotic family spaces into calm, functional zones. Based in Dublin, Hazel works with you to declutter, reorganise, and design systems that match your household’s rhythms—from playrooms to pantries—making mornings smoother and stress levels lower. Whether it’s setting up an easy-access homework station or creating a more manageable wardrobe routine, The Home Reset helps parents reclaim time, order, and sanity in the places that matter most.",Dublin,,,Wellbeing,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-334-530x480.png
The Hugh Lane,https://dublincitymum.ie/listing/the-hugh-lane/,https://hughlane.ie/,,"FREE ADMISSION | The Hugh Lane Gallery | invites families into a welcoming space that’s as inspiring as it is engaging. Home to a stellar collection ranging from Impressionist masterpieces to the unique Francis Bacon Studio, the gallery’s Explore & Learn programme transforms art into an interactive family adventure. Whether you’re wandering its bright halls or taking part in hands-on workshops, the atmosphere is relaxed—and always creative. | From drop-in family workshops like | Brigit’s Basket Crafts | , where families can weave cheerful baskets to celebrate St Brigid’s Day, to ‘Make Your Own Floral Crown’, a spring‑themed art session using folding and cutting techniques—there’s always something seasonal and fun for all ages. The gallery also hosts inclusive multi-week creative programmes such as | Make and Be, | a free, zine‑making series tailored for families with an African background, running over six Friday afternoons in the gallery’s Education Space. And for those summer outings that crave fresh air and artistic flair, the annual Art & The Outdoors festival spills onto Parnell Square with live music, printmaking, storytelling, face‑painting, sensory spaces, and so much more—all free and for all ages. | For new parents seeking a gentle introduction to art with baby in tow, the | Parent and Baby Tour | is perfect. Held on the last Thursday of every month at 11 am this guided highlights tour, focusing on works from both the permanent collection.","Parnell Square North, Rotunda, Dublin 1, D01 T3V8, Ireland",53.354212,-6.263977,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-09-03-at-17.15.02-800x600.png
The Irish National Sailing & Powerboat School,https://dublincitymum.ie/listing/the-irish-national-sailing-powerboat-school/,https://courses.inss.ie/contact-us/,+35312844195,"Based in Dun Laoghaire Harbour, The Irish National Sailing & Powerboat School has been teaching people on sailing courses and powerboating courses since 1978. They provide all essential gear, boats and buoyancy aids. Their highly experienced instructors are fully insured and have an excellent safety record.",,,,Watersports + Sailing,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-160.png
The Irish National War Memorial Gardens,https://dublincitymum.ie/listing/the-irish-national-war-memorial-gardens/,https://heritageireland.ie/places-to-visit/irish-national-war-memorial-gardens/,,"FREE ADMISSION | The Irish National War Memorial Gardens | in Islandbridge offer a tranquil outdoor experience for families seeking a blend of nature, history, and reflection. Designed by renowned architect Sir Edwin Lutyens, the gardens feature sunken rose gardens, herbaceous borders, and extensive tree planting, creating a serene atmosphere ideal for leisurely walks and family picnics. | Children can explore the spacious lawns, observe the diverse plant life, and enjoy the open spaces. The gardens are dedicated to the memory of 49,400 Irish soldiers who died in World War I, with their names recorded in the beautifully illustrated Harry Clarke manuscripts housed in the granite bookrooms. | While the gardens are primarily a place of remembrance, they also provide an opportunity for families to engage in discussions about history and heritage in a peaceful setting. Admission is free, and the gardens are open year-round, with guided tours available on Wednesdays from April to October.","Island Bridge, Saint James, Dublin, Ireland",53.34754,-6.3083,Outdoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/War-Memorial.jpg
The Jeanie Johnston,https://dublincitymum.ie/listing/the-jeanie-johnston/,https://jeaniejohnston.ie/,,"Kids go Free throughout September | , terms and conditions apply. | Come on a journey and follow in the footsteps of those who fled the famine! | The Jeanie Johnston | tells the story of the thousands of Irish people who fled the Famine and embarked on a voyage in the hope of a new life in North America. Step on board and you will be transported back in time to join them on their journey across the sea. | ​ | Find out how they paid for their tickets for the Jeanie Johnston. Hear the true stories of people who travelled on the ship, including many children travelling alone. See what they looked like and how they dressed with realistic life-sized wax figures. Imagine what the journey was like. Find out about the harsh conditions on board. Learn what happened when they reached their destination. Explore a Tall Ship and marvel at the craftsmanship involved in building it and the skill it took to sail it.","Custom House Quay, North Wall, Dublin, D01 T9C2, Ireland",53.348188,-6.250638,Outdoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/jeanie-johnston-tall-ship.jpg
The Linen Shirt Company,https://dublincitymum.ie/listing/the-linen-shirt-company/,https://thelinenshirtcompany.com/,,"If you believe in pieces that tell a story through every stitch, | The Linen Shirt Company | is pure poetry. Their garments are dreamt up in Ireland and crafted with heart, cut from 100% Irish-woven linen and sewn to order in small batches locally. | From airy shirts and flowing blouses to sophisticated separates and home linen pieces, each item exudes subtle luxury and effortless ease. Their signature palette, moss greens, lapis blues, neutrals with a pop, glides naturally from day to evening. | We adore The Linen Shirt Company because it marries sustainability with soul: sourcing fabric in Ireland, honouring heritage craftsmanship, and making garments built to last. In a world of fast fashion, their slow-fashion ethos feels like a breath of fresh linen air.",Online,,,Brands We Love,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot-2025-10-05-at-09.23.01-800x600.png
The Little Museum of Dublin,https://dublincitymum.ie/listing/the-little-museum-of-dublin/,https://www.littlemuseum.ie/,,"The Little Museum of Dublin | , recently described as “Dublin’s best museum experience” by The Irish Times, tells the amazing story of the Irish capital and is a hidden gem. There are worksheets available for kids of all ages to help get more out of the visit and tour guides in the museum at all times who can give your family some special attention. | There are some great interactive artefacts in the museum for kids to explore. The more they get involved, the more they learn. Check out their amazing free educational programme – I Love Dublin Classes which offers free civics classes to Irish schools. | ​","15 St Stephen's Green, Saint Kevin's, Dublin 2, Ireland",53.336993,-6.26049,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/visit-the-little-museum-of-dublin-tour-1-800x600.png
The Little One,https://dublincitymum.ie/listing/the-little-one-2/,https://thelittleone.ie/,,"The Little One | is a beautifully curated Irish brand offering baby and children’s clothing, blankets, bibs and accessories designed with understated style and practicality in mind. Soft cottons, classic patterns and gentle colours make each piece feel special, yet easy to wear every day. From newborn essentials to sweet gifts, The Little One captures the beauty of simple, well-made Irish design for little people.",,,,kids Apparel,,,,https://dublincitymum.ie/wp-content/uploads/2025/11/Screenshot_1-11-2025_11454_thelittleone.ie_.jpeg
The Little One,https://dublincitymum.ie/listing/the-little-one/,https://thelittleone.ie/,,"Meet | The Little One | — a charming Irish baby & kids boutique bringing softness, sweetness, and stylish essentials to your little one’s world. Based right here in Ireland, they curate a dreamy range of baby clothing, blankets, muslins, bibs, car seat covers, PJs, and more — all chosen with love and quality in mind. | From newborn essentials to playful toddler outfits, The Little One offers pieces that are both delightful and practical — perfect for parents who want beautiful, functional items without fuss. Plus, with free shipping on orders over €100, you can stock up and stay cozy without worrying about delivery fees. | If you’re looking to spoil your baby (or find a thoughtful gift), The Little One is where style meets heart.","Whitestown, Dublin, D24 K59A, Ireland",53.282427,-6.382923,Kids Store,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_15-10-2025_11255_thelittleone.ie_-425x600.jpeg
The Lullaby Lady,https://dublincitymum.ie/listing/the-lullaby-lady/,https://www.thelullabylady.ie/,,"Niamh O’Reilly is a certified child sleep consultant with over 15 years of experience in early childhood care and education. She works with families of babies and toddlers to create personalised, gentle sleep plans that avoid harsh methods. Niamh delivers her support remotely, making her accessible to families across Ireland and abroad, and is highly regarded for her nurturing, practical approach.","Dublin, Ireland",53.349805,-6.26031,Sleep Consultants,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-26-at-17.00.21-800x600.png
The Merrion Hotel,https://dublincitymum.ie/listing/the-merrion-hotel-2/,https://www.merrionhotel.com/,+35316030600,"Location: | Merrion Street Upper, Dublin 2 – Near Merrion Square, the National Gallery, and Trinity College. | Family Perks: | Five-star amenities, family suites, children’s bathrobes, and special welcome treats. The Merrion offers an upscale, family-friendly experience close to major museums and parks.","D02, Dublin, Ireland",53.344177,-6.264451,High End Family Friendly Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-at-07.16.50-800x600.png
The Mespil Hotel,https://dublincitymum.ie/listing/the-mespil-hotel/,https://www.mespilhotel.com/,,Location: | Along the Grand Canal in Dublin 4 | Family Perks: | This award-winning hotel is perfect for families who want a quieter stay while still being close to the city. The Mespil offers family rooms and babysitting services on request. It’s just a short walk to kid-friendly attractions like Merrion Square Park and the playground at St. Stephen’s Green. The on-site Lock Four Restaurant has plenty of options to satisfy picky eaters.,"50-60 Mespil Road, Dublin, D04 E7N2, Ireland",53.333385,-6.24638,Mid Range Family Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-at-07.36.29-800x600.png
The Mont Hotel,https://dublincitymum.ie/listing/the-mont-hotel/,https://www.themonthotel.ie/,,"Location: | Near Merrion Square and Trinity College | Family Perks: | The Mont Hotel’s modern, quirky vibe appeals to families who want something different. Family rooms are spacious, and the location makes it easy to explore Dublin’s cultural attractions, including the Natural History Museum and EPIC The Irish Emigration Museum. The hotel also offers a relaxed restaurant with kid-friendly menu options.","1-4 Merrion Street Lower, Dublin, D02 H525, Ireland",53.341396,-6.251003,Mid Range Family Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-at-07.32.51-800x600.png
The Motherhood Programme,https://dublincitymum.ie/listing/the-motherhood-programme/,https://www.themotherhoodprogramme.ie/,+353116123,"Developed by RCSI in partnership with perinatal mental health experts, The Motherhood Programme is a free, research-based wellbeing resource for pregnancy and early parenthood. Through easy-to-use tools, podcasts, and practical guides, it supports mums with everything from sleep and stress to relationships, positivity, and finding community. Designed to nurture both emotional and mental health, it’s a valuable companion for mothers navigating the transition from bump to baby.",Various Locations,,,Wellbeing,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-285-580x600.png
The Mothering Psychologist,https://dublincitymum.ie/listing/the-mothering-psychologist/,https://www.themotheringpsychologist.com/,+353874017513,"Dr. Emma Bagnall combines child psychology, maternal wellbeing support, and sleep consultancy—offering holistic care for both parent and child",Online,,,Baby + Toddler Classes,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-330-557x600.png
The National Aquatic Centre,https://dublincitymum.ie/listing/the-national-aquatic-centre/,https://www.sportirelandcampus.ie/contact-0,+35316464300,"The National Aquatic Centre offers swimming lessons for kids of all ages, from babies to beginners. Little ones can start in Pre-School Levels 1 & 2 (0-36 months) or move up to Pre-School Level 3 (3-5 years). For older kids with no swimming experience, Junior 1 classes are available from age 4 and up. Children aged 5 and over can also book a quick assessment to find the right class for their ability. | Classes run continuously, so you can join anytime and book in blocks of 10 for €100.","National Aquatic Centre, Snugborough Road, Blanchardstown, Dublin 15",,,Swimming,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-109.png
The National Botanic Gardens,https://dublincitymum.ie/listing/the-national-botanic-gardens/,https://www.botanicgardens.ie/glasnevin/,,"FREE ADMISSION | The National Botanic Gardens | in Glasnevin offer a delightful outdoor experience for families, combining natural beauty with engaging educational opportunities. With over 15,000 plant species from around the world, the gardens provide a picturesque setting for leisurely walks and exploration. | Children can enjoy the Erasmus Children’s Garden, where they can participate in drop-in activities such as sowing seeds, creating eco-art, and playing nature games—no booking required . Additionally, the Family Beds area showcases the evolution of flowering plants, offering an interactive learning experience for young minds . | Check out their | calendar | for all upcoming events. | The beautifully restored glasshouses, including the Great Palm House, provide shelter and further opportunities for discovery. With free admission and a variety of family-friendly activities, the National Botanic Gardens are a perfect destination for a day of outdoor fun and learning.​ | The | Guided Tours | must be booked in advance and come with a small fee.","Glasnevin, Dublin, D09 VY63, Ireland",53.371707,-6.269932,Outdoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Botantic-800x600.jpg
The National Concert Hall,https://dublincitymum.ie/listing/the-national-concert-hall/,https://www.nch.ie/nch-discover/young-people-families/,,"The National Concert Hall | invites families to experience the magic of live music in a kid-friendly setting where artistry meets imagination. As the home of Ireland’s National Symphony Orchestra, the NCH brings children’s stories to life through a series of | Family Events | , including live-orchestra screenings of beloved classics like | Stick Man | , | The Snail and the Whale | , and | Revolting Rhymes, c | omplete with musical narration and gentle thrills that captivate both little ones and grown-ups. And for a timeless classic with a twist, | Peter and the Wolf | comes alive with shadow puppetry and orchestral flair, while the | Symphony Shorts | series offers relaxed, | ASD-friendly performances | featuring Beethoven and Berlioz in a welcoming, inclusive environment. | But the fun doesn’t stop there, | NCH Discover | continues the enchantment with seasonal highlights and cinematic gems performed live.","Earlsfort Terrace, Saint Kevin's, Dublin, D02 E024, Ireland",53.334534,-6.25823,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/national-concert-hall-800x500.jpg
The National Gallery,https://dublincitymum.ie/listing/the-national-gallery-2/,https://www.nationalgallery.ie,,"FREE ADMISSION | The National Gallery of Ireland | is a cultural gem that strikes the perfect balance between calm and creativity. With free admission and a welcoming, buggy-friendly space, it’s easy to wander through the galleries at your own pace. Borrow a free | Family Pack | from the information desk, complete with drawing tools and activity sheets, or drop by the | Atrium Creative Space | where kids can get hands-on with art activities. There are also themed family tours and a delightful kids’ audio guide that turns exploring the gallery into an art-inspired adventure. | The Early Years, Children and Families Programme | plays a major part in encouraging learning through art at the National Gallery of Ireland | . | This programme is for all the family, from babies and toddlers to younger teens and their parents/guardians. It embraces play, enquiry, problem solving, independent thinking and collaboration through multi-disciplinary sensory activities responding to the national collection. The programmes includes general activities onsite for everyone from seasoned museum visitors to tourist families on holidays. | The Gallery offers drop-in workshops, tours and activities, all with a family focus. The Atrium Creative Space is open everyday, and | free art packs | are available. There are also | scheduled workshops and events, | designed with age-appropriate learning in mind. The Gallery is currently developing an online strand for Early Years, Children and Families which aims to take learning through art out of the gallery and into the home. | Once you’ve had your fill of masterpieces, take a short stroll to | Merrion Square Park | , | home to one of Dublin’s best playgrounds, swings, slides, and a perfect picnic spot included. On sunny weekends, you might even catch the open-air art market or a food stall or two, making it the perfect way to round out a fun, culture-packed day. | ​","Merrion Square West, Dublin, D02 AX92, Ireland",53.34087,-6.251021,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Nat-Gallery.jpg
The National Gallery Café,https://dublincitymum.ie/listing/the-national-gallery/,https://www.nationalgallery.ie/visit-us/eating-and-drinking,+35316615133,"Surrounded by art and inspiration, this café delivers on creativity and calm. With a kids’ menu, high chairs, and a gorgeous kids section in the gallery shop, it’s a gentle, mid-range haven for families looking for culture and coffee. | Kids Menu: | Yes | High Chairs: | Yes | Baby Changing: | Yes | Why It’s Great: | A quiet, artistic refuge where children can eat, play, and explore. | Nearby Family Activity: | Stick around for gallery family art tours or get artistic in the kids Creative Corner, | The National Gallery of Ireland | is a wonderful introduction to art for little ones.","Merrion Square West, Dublin 2, D02 K303, Ireland",53.34087,-6.251021,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-2025-08-13-at-16.48.40.png
The National Library,https://dublincitymum.ie/listing/the-national-library/,https://www.nli.ie/,,"FREE ADMISSION | The National Library | offers an exciting programme of exhibitions, events and learning opportunities for people of all ages and interests. They host children’s storytelling, creative workshops, and much more. At various times throughout the year, they run family and children’s workshops. Storytelling events are a regular feature in their programme where you can snuggle down on bean bags and read a story together, and follow on with a drawing session where kids can draw their own interpretation of the story. They regularly | welcome children’s authors to the library for readings and book signings. | The National Library | provide access to the collections free of charge.","Dublin, D02 KW52, Ireland",53.34194,-6.254435,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/nli-screen-res-5-800x500.jpg
The National Maternity Hospital,https://dublincitymum.ie/listing/the-national-maternity-hospital/,https://www.nmh.ie/,+35316373100,"The National Maternity Hospital offers a Specialist Perinatal Mental Health Service to support women experiencing moderate to severe mental health challenges during pregnancy and up to six months postpartum. This multidisciplinary team includes perinatal psychiatrists, psychologists, mental health nurses, and social workers, providing comprehensive care to women with conditions such as bipolar disorder, schizophrenia, psychosis, major depression, anxiety disorders, and eating disorders. The service focuses on collaborative care, working closely with women, their families, and other healthcare professionals to ensure the best outcomes. They offer expert guidance on psychiatric medication use during pregnancy and breastfeeding, as well as support for the mother-baby relationship. Please note that this service does not provide general counselling or emergency/crisis care.","Holles Street, Dublin, D02 FX74, Ireland",53.34077,-6.245743,Wellbeing,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-290.png
The National Maternity Hospital (NMH),https://dublincitymum.ie/listing/the-national-maternity-hospital-nmh/,https://www.nmh.ie/,,"The National Maternity Hospital (NMH) offers a wide range of antenatal education classes to support expectant parents through every stage of pregnancy, labour, and early parenting. Led by experienced midwives and healthcare professionals, the classes are available both online and in person at their dedicated education space on Mount Street, Dublin 2. Topics include wellbeing in pregnancy, preparation for labour and childbirth, interventions such as caesarean sections, practical newborn care, and breastfeeding. | Specialised sessions are available for first-time parents, younger parents, those expecting again, and women with a high BMI. The hospital also offers partner-focused classes and postnatal support for feeding at home. These sessions provide a relaxed, informative environment where parents can ask questions, gain confidence, and connect with others on the same journey. To book, parents can contact the NMH by email or phone, and early registration is advised due to high demand.","Holles St, Dublin, D02 YH21",,,Antenatal Classes,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/christian-bowen-I0ItPtIsVEE-unsplash-800x600.jpg
The National Print Museum,https://dublincitymum.ie/listing/the-national-print-museum/,https://www.nationalprintmuseum.ie/,,"FREE ADMISSION | The National Print Museum | run family guided tours and hosts an Education Area which runs a number of free activities for children including, storytelling for children aged 3 – 7 years. All activities are free, self-guided and encourage family learning and interaction. Activities include arts and crafts (ink stamping, light box picture tracing, stencilling, easy origami, drawing & colouring), alphabet games for the tiny tots, activity sheets and reading | from their wonderful Junior Library. | There is a host of interactive activities on offer such as Family Friendly Tours, Creative Corners, Demonstration Days and Print Lab Workshops. | Family tours and events | run daily during school holidays and over the summer break. Perfect for all ages, this family friendly edition of the classic guided tour is an interactive experience where you can discover the rich history of print while having fun together. You’ll compose your name in type, print a personalised poster to take home, and even make your very own printer’s hat! | ​ | The Press Cafe | is perfect for lunch or treats after exploring the museum.","Dublin, D04 E0C9, Ireland",53.335166,-6.235391,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-150941-799x600.png
The National Yacht Club,https://dublincitymum.ie/listing/the-national-yacht-club/,https://nyc.ie/about-us/,+35312805725,"Based in Dun Laoghaire, the National Yacht club offers sailing classes to kids as young as 6. There are also many other non sailing activities taking place within the Club. Each year the NYC run two week sailing courses throughout the summer. These are open to children of members between the ages of 8 to 18 years old. The Club offers all ISA qualifications from Start Sailing to Pre Instructor level.",,,,Watersports + Sailing,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-162.png
