company_name,category,address,website_url,phone_number,email_address,latitude,longitude,geocode_method
"Dunfanaghy & Creeslough Parent, Baby and Toddler Group","Playgroups, Breast Feeding, Baby Massage, Baby & Toddler Group","Creeslough, County Donegal, Ireland Dunfanaghy, County Donegal, Ireland",https://totsspots.com/listing/dunfanaghy-creeslough-toddler-group/,,,54.9207542,-7.9523852,area-level
Tuam Library - Toddler Group/ Breastfeeding Group/ Storytime,"Playgroups, Breast Feeding, Storytime, Baby & Toddler Group","Corralea West, Tuam, County Galway, H54 F627, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,093 24287,tuam@galwaylibrary.ie,53.5147915,-8.8512875,drop-venue
Ballybane Library - Toddler Group / Junior Book Club,"Playgroups, Breast Feeding, Storytime, Reading/Writing, Baby & Toddler Group","Castlepark Rd, Galway, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,091 509244,ballybane@galwaylibrary.ie,53.2829993,-9.0027526,full
Zumbini,"Playgroups, Dance, Music","2 Sandy Ln, Cooltederry, Portarlington, Co. Laois, R32 V4K7, Ireland Monasterevin Community Hall, Main Street, Monasterevin, County Kildare, Ireland New Oak Estate, Carlow, Ireland",https://www.zumbini.com/en/classes/18216,0894653938,joannamichalska888@gmail.com,52.8408344,-6.9261131,area-level
Kaleidoscope Kids Newcastle West,"Playgroups, Dance, Music, Art & Crafts, Baby Massage, Yoga & Wellness, Sensory/Messy Play, Movement & Play, Other","Castle Demesne, Newcastle West, County Limerick, V42 PN25, Irlandia",https://totsspots.com/listing/kaleidoscope-kids-newcastle-west-community-centre/,+353876201545,eva.walewska@gmail.com,52.4534525,-9.066606,full
Ennistymon Toddler Group & Breastfeeding groups,"Playgroups, Football, Social, Baby & Toddler Group","Ennistimon, County Clare, V95 NX86, Ireland",http://www.northwestclarefamilyresourcecentre.com/whatson.html,0657071144,info@northwestclarefrc.ie,52.9400648,-9.2934023,full
"Glenroe / Ballyorgan Parent, Baby and Toddler Group","Playgroups, For Parents, Baby & Toddler Group","Glenroe, County Limerick, Ireland",https://totsspots.com/listing/glenroe-ballyorgan-parent-baby-toddler-group/,,,52.3221086,-8.4091296,full
Portarlington Toddler Group & Buggy Group,"Playgroups, For Parents, Baby & Toddler Group","Cooltederry, Portarlington, County Laois, R32 YK24, Ireland",https://totsspots.com/listing/portarlington-toddler-group-buggy-group/,087 398 2548,,53.1524492,-7.1889641,full
Rathanna Parent & Toddler Group/ Walking Group Carlow,"Playgroups, For Parents, Baby & Toddler Group","Rathanna, County Carlow, R95 HH68, Ireland",https://totsspots.com/listing/rathanna-parent-toddler-group/,0857074738,,52.6037702,-6.7902439,full
Ardtreo Gymnastics Academy,"Playgroups, Gymnastics, Movement & Play","Kilmore East, County Monaghan, H18 HY65, Ireland",https://ardtreo-gymnastics-monaghan.square.site/,0874547139,ardtreogymnasticsacademy@gmail.com,54.1325,-7.075833,full
Monaghan Parent and Toddler Group in Irish,"Playgroups, Language, Baby & Toddler Group","20 Park Street, Mullaghmonaghan, Monaghan, Ireland",https://totsspots.com/listing/monaghan-parent-and-toddler-group-irish/,,eolas.mlg@cnag.ie,54.2475656,-6.9746342,drop-venue
Sensory Spraoi,"Playgroups, Language, Sensory/Messy Play","Adare, County Limerick, Ireland",https://totsspots.com/listing/sensory-spraoi/,,sensoryspraoi@gmail.com,52.5636631,-8.7923958,full
Phonics with Robot Reg Galway,"Playgroups, Language, Sensory/Messy Play, Movement & Play, Social, Baby & Toddler Group","Oranmore Community Centre, Dublin Road, Frenchfort, Oranmore, County Galway, Ireland Mountbellew, County Galway, Ireland",https://www.phonicswithrobotreg.ie/galway,0851850286,karen@phonicswithrobotreg.ie,53.3435047,-8.8733741,area-level
Bridgeways Family Resource Centre,"Playgroups, Martial Arts & Boxing, Social","Dean Egan Library, Main St, Ballymahon, Co. Longford, N39 TD54, Ireland",https://bridgewaysfrc.com/bridgeways-frc-services/groups/,(090) 643 2691,admin@bridgewaysfrc.com,53.5654266,-7.7665826,drop-venue
"Move To Improve - Carrickmacross, Drogheda","Playgroups, Movement & Play","Philipstown, County Louth, A92 A9W3, Ireland Drummond Otra, County Monaghan, A81 TW29, Ireland Beaulieu, County Louth, A92 ET95, Ireland",https://totsspots.com/listing/move-to-improve-kids-class-philipstown/,,,53.3411249,-6.2545,area-level
Stretch n Grow Parent & Me Fun Fitness,"Playgroups, Movement & Play","Church Cottage, Enniskerry Road, Glebe, Kilternan, County Dublin, Ireland",https://totsspots.com/listing/stretch-n-grow-parent-toddler-class-kilternan/,087 9493059,sngdublin@gmail.com,53.4065148,-6.2866677,area-level
Ready to Play,"Playgroups, Music, Sensory/Messy Play, Movement & Play","Waterford, X91 W288, Ireland Dundaryark, County Kilkenny, R95 D7X3, Ireland Whiterock North, Co. Wexford, Ireland Shandon, Dungarvan, Co. Waterford, Ireland Enniscorthy, County Wexford, Y21 W640, Ireland Borleagh, Killinierin, County Wexford, Y25 P954, Ireland Borris Little, Portlaoise, County Laois, R32 FH67, Ireland Church St, Tullamore, Co. Offaly, Ireland Forest Park, Mullingar Business Park, Mullingar, Co. Westmeath, Ireland Monksland, Co. Roscommon, Ireland",https://www.ready2play.ie/find-location,,,53.6982695,-8.2182508,area-level
Tap and Toddle,"Playgroups, Music, Storytime, Sensory/Messy Play, Movement & Play","Mayo, County Mayo, Ireland",https://totsspots.com/listing/tap-and-toddle/,,tapandtoddle@gmail.com,53.7646932,-9.1040531,full
"Cleaveragh Parent, Baby and Toddler Group","Playgroups, Other, Baby & Toddler Group","Cleveragh Dr, Cleaveragh Demesne, Sligo, Ireland",https://www.theavaloncentre.ie/programmes,085 8191148,,54.2635871,-8.4528934,drop-venue
Outdoor Playgroup for toddlers to 10 years - Down to Earth,"Playgroups, Other, Baby & Toddler Group","Pollagh, County Galway, Ireland",https://downtoearthforestschool.ie/,,downtoearthgalway@gmail.com,53.1743535,-8.9215388,full
"Castleblayney Library Baby, Toddler and Kids Groups","Playgroups, STEM, Social, Baby & Toddler Group","Onomy, County Monaghan, A75 V383, Ireland",https://monaghan.spydus.ie/cgi-bin/spydus.exe/ENQ/WPAC/GENENQ?SETLVL=&LOCX=5B,0429740281,castleblayneylibrary@monaghancoco.ie,54.1169114,-6.7304664,full
Baby Sensory Class - Midwife For You,"Playgroups, Sensory/Messy Play","Ballyheyland, County Laois, R32 XF5T, Ireland",https://www.midwifeforyou.com/,0852692847,helenmidwifeforyou@gmail.com,52.9807551,-7.2502308,full
Baby Sensory Northwest,"Playgroups, Sensory/Messy Play","Sligo Airport Business Park, Airport Rd, Killaspugbrone, Strandhill, Co. Sligo, Ireland Donegal Town Business Park, Lough Eske Rd, Drumroosk West, Donegal, F94 FX3A, Ireland",https://www.babysensory.ie/northwest/,+353871167751,northwest@babysensory.ie,53.3411249,-6.2545,area-level
Mindful Sensory Play by Playtime Healing,"Playgroups, Sensory/Messy Play","Church of the Immaculate Conception, Western Rd, Tawnies Upper, Clonakilty, Co. Cork, Ireland Edina, 10 St Patrick's Rd, Turners Cross, Cork, T12 A44P, Ireland",https://www.playtimehealing.ie,0834705606,playtimehealing@gmail.com,53.3411249,-6.2545,area-level
Nana's Playroom,"Playgroups, Sensory/Messy Play","Ballinlough Comm Ctr, Ballintemple, Cork, Co. Cork, Ireland",https://www.instagram.com/nanas_playroom/?hl=en,,nanasplayroomcork@gmail.com,51.8947981,-8.4354471,drop-venue
Play with Trayz,"Playgroups, Sensory/Messy Play","Gooldshill, County Cork, P51 VAK2, Ireland Collis Sandes House, Killeen, Tralee, County Kerry, Ireland Collis Sandes House, Killeen, Tralee, County Kerry, Ireland Kanturk, County Cork, Ireland",https://www.instagram.com/playwithtrayz/,,theresesheehy1988@gmail.com,51.9175359,-8.5859773,area-level
Sensory Play Studio,"Playgroups, Sensory/Messy Play","Burgagery-Lands West, Clonmel, County Tipperary, E91 Y312, Ireland",https://sensoryplaystudio.ie/,085-1588525,hello@sensoryplaystudio.ie,52.359573,-7.703782,full
Tiny Tornados,"Playgroups, Sensory/Messy Play","Tralee, County Kerry, Ireland",https://totsspots.com/listing/tiny-tornados/,,tinytornadoskerry@gmail.com,52.2692116,-9.7057047,full
Tiny Tornados,"Playgroups, Sensory/Messy Play","Cahir, County Tipperary, Ireland",https://totsspots.com/listing/messy-play-limerick-tipperary/,,Messyplaycahir@gmail.com,52.3779467,-7.922583,full
Tiny Tornados Kerry,"Playgroups, Sensory/Messy Play","Tralee, County Kerry, Ireland",https://www.instagram.com/tiny_tornados_kerry?igsh=eGpwM2EyNXgyNTZk&utm_source=qr,,tinytornadoskerry@gmail.com,52.2692116,-9.7057047,full
Sound and Scribble,"Playgroups, Sensory/Messy Play, Baby & Toddler Group","33 St Patrick's Ave, Knockacroghery, Castlebar, Co. Mayo, F23 PV07, Ireland Knockacroghery, County Mayo, F23 PF59, Ireland",https://totsspots.com/listing/sound-and-scribble/,0860739006,claireburke1717@gmail.com,53.8528413,-9.3062467,area-level
Nurture and Play,"Playgroups, Sensory/Messy Play, For Parents","Maree, County Galway, Ireland Ballinderreen, County Galway, Ireland Athenry, County Galway, Ireland Craughwell, County Galway, Ireland",https://www.facebook.com/profile.php?id=61565478435216,,nurtureandplayclasses@outlook.com,53.3435047,-8.8733741,area-level
Baby Sensory Limerick & Kerry,"Playgroups, Sensory/Messy Play, Movement & Play","Tralee, County Kerry, Ireland Listowel, County Kerry, Ireland Childers Road, Galvone, Limerick, Ireland",http://www.babysensory.ie/kerry,0876220768,Kerrylimerick@babysensory.ie,52.661252,-8.6301239,area-level
Maia Purposeful Play,"Playgroups, Sensory/Messy Play, Movement & Play","Ballysadare, County Sligo, F91 YK76, Ireland Shannon, County Clare, Ireland Ennis, County Clare, Ireland",https://www.maiapurposefulplay.ie/,0894689654,info@maiapurposefulplay.ie,52.8572575,-8.9374359,area-level
Maia Purposeful Play,"Playgroups, Sensory/Messy Play, Movement & Play","Ballysadare, County Sligo, F91 YK76, Ireland",https://www.maiapurposefulplay.ie/,0894689654,info@maiapurposefulplay.ie,54.2098884,-8.509265,full
Rossinver Outdoor Parent & Toddler Group,"Playgroups, Sensory/Messy Play, Other, Baby & Toddler Group","Rossinver, Co. Leitrim, Ireland",https://www.theorganiccentre.ie/get-involved/community-groups,086 0533700,info@theorganiccentre.ie,54.3857907,-8.1119732,full
Rathdowney Children With Additional Needs Social Group,"Playgroups, Social","Rathdowney, Co. Laois, Ireland",https://totsspots.com/listing/rathdowney-additional-needs-social-group/,085 8708562,Chloemartin317@gmail.com,52.855426,-7.5838016,full
Drumsna Extra Special Parent & Toddler Group,"Playgroups, Social, Baby & Toddler Group","Drumsna, County Leitrim, N41 D9P9, Ireland",https://totsspots.com/listing/drumsna-toddler-group/,087 743 7262,extraspecialptg@gmail.com,53.9270301,-8.0077686,full
Portlaoise Family Resource Centre - Toddler & Kids Groups,"Playgroups, Social, Baby & Toddler Group","Harpur's Lane, Knockmay, Portlaoise, County Laois, Ireland",https://www.portlaoisefrc.ie/services/courses-groups/,0578686151,info@portlaoisefrc.ie,53.0292581,-7.3146491,drop-venue
Tuam Library - Baby and Toddler Group,"Playgroups, Storytime, Baby & Toddler Group","Corralea West, Tuam, County Galway, H54 F627, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,093 24287,tuam@galwaylibrary.ie,53.5147915,-8.8512875,drop-venue
Birr Library,"Playgroups, Storytime, Reading/Writing","Townparks, County Offaly, R42 KD37, Ireland",https://www.offaly.ie/birr-library/,+353 (57) 9124950,birrlibrary@offalycoco.ie,53.2934752,-7.3058084,full
Tullow & Carlow Central Library,"Playgroups, Storytime, Reading/Writing","Carlow, R93 E7R7, Ireland Carlow, R93 K126, Ireland",https://carlow.ie/libraries/library-events-and-activities-0/library-clubs,(059) 9129705,,53.3411207,-6.2526671,area-level
Abbeyleix Library - Baby & Toddler Group / Kids Chess Club,"Playgroups, Storytime, STEM, Baby & Toddler Group","Rathmoyle, County Laois, R32 CY65, Ireland",https://laois.ie/library-branches/abbeyleix-library,057 8730020,abbeyleixlibrary@laoiscoco.ie,52.9191688,-7.3316884,full
Toddler Group Time in Cork Libraries,"Playgroups, Storytime, STEM, Baby & Toddler Group","Blackpool Shopping Centre, Cork, Ireland Hollyhill, County Cork, Ireland Douglas, Cork, Ireland",https://totsspots.com/listing/cork-libraries-toddler-time/,,,51.8985136,-8.4726423,area-level
Clara Library,"Playgroups, Storytime, STEM, Reading/Writing","Erry (Maryborough), County Offaly, R35 NW63, Ireland",https://www.offaly.ie/clara-library/,+353 (57) 9331389,claralibrary@offalycoco.ie,53.3244746,-7.6033534,full
Wexford Town Library,"Playgroups, Storytime, STEM, Reading/Writing","Townparks, Wexford, Y35 AY20, Ireland",https://wexfordcoco.libcal.com/profile/37378#,+353 53 9196760,wexfordlibrary@wexfordcoco.ie,52.3327968,-6.4578219,full
Mountmellick - Toddler Group / Kids Book Clubs / Lego Group,"Playgroups, Storytime, STEM, Reading/Writing, Social, Baby & Toddler Group","Townparks, County Laois, R32 PX61, Ireland",https://laois.ie/library-branches/mountmellick-library,057 8689382,mountmellicklibrary@laoiscoco.ie,53.1207549,-7.345772,full
Portarlington- Baby Group / Kids Book Clubs / Lego Group,"Playgroups, Storytime, STEM, Reading/Writing, Social, Baby & Toddler Group","Cooltederry, Portarlington, County Laois, R32 F9WF, Ireland",https://laois.ie/library-branches/portarlington-library,057 8643751,portarlingtonlibrary@laoiscoco.ie,53.1524492,-7.1889641,full
Portlaoise Library - Baby & Toddler Group / Kids Book Clubs,"Playgroups, Storytime, STEM, Reading/Writing, Social, Baby & Toddler Group","Maryborough, Portlaoise, County Laois, R32 N7EP, Ireland",https://laois.ie/library-branches/portlaoise-library,05786 22333,portlaoiselibrary@laoiscoco.ie,53.0370118,-7.3013145,full
"Carrickmacross Library Baby, Toddler and Kids Groups","Playgroups, Storytime, STEM, Social, Baby & Toddler Group","Drummond Otra, County Monaghan, A81 HY83, Ireland",https://monaghan.spydus.ie/cgi-bin/spydus.exe/ENQ/WPAC/GENENQ?SETLVL=&LOCX=5C,0429661148,carrickmacrosslibrary@monaghancoco.ie,53.9725639,-6.7117491,full
"Monaghan Library Baby, Toddler and Kids Groups","Playgroups, Storytime, STEM, Social, Baby & Toddler Group","Plantation Road, Kilnacloy, Monaghan, Co. Monaghan, Ireland",https://monaghan.spydus.ie/cgi-bin/spydus.exe/ENQ/WPAC/GENENQ?SETLVL=&LOCX=5G,04781830,monaghanlibrary@monaghancoco.ie,54.254256,-6.9742918,drop-venue
Stories & Stations,"Playgroups, Storytime, Sensory/Messy Play, Movement & Play","Quingardens, County Clare, V95 RX75, Ireland",https://www.instagram.com/storiesandstations?igsh=MWk1eWwzaXRqYjFpeg==,,storiesandstations@gmail.com,52.8143881,-8.8726875,full
The Yoga Fairy Classes,"Playgroups, Yoga & Wellness, Movement & Play","Knocknamoe, County Laois, R32 H3K8, Ireland",https://totsspots.com/listing/the-yoga-fairy-classes/,,aineirwin86@gmail.com,52.9095184,-7.3426644,full
Kangoo Jumps Galway,"Playgroups, Yoga & Wellness, Movement & Play, For Parents","3a Rowan Ave, Galway, Ireland Unit 7B, Oranmore Business Park, Co. Galway, Ireland",https://www.instagram.com/kangoo_club_galway?igsh=MXNwbnVpYXI2dnZkZQ==%20%20%20%20%20%20%20%20%20%20https://www.facebook.com/share/1FAt5Z2BB9/,+353876003575,kangoojumpsgalway@gmail.com,53.3435047,-8.8733741,area-level
Piccolo Play Village Yoga & Sensory classes,"Playgroups, Yoga & Wellness, Sensory/Messy Play","Ballincollig, Cork, P31 K661, Ireland",https://piccoloplayvillage.ie/,+353214870180,hello@piccoloplayvillage.ie,51.8882643,-8.5918414,full
Baby & Toddler Group/Swimming Group,"Playgroups, Yoga & Wellness, Swimming, For Parents, Baby & Toddler Group","Galway, H91 DKF7, Ireland Galway, H91 FEK2, Ireland Galway, H91 D526, Ireland",https://www.ardfrc.com/activities,091768 852,martina@ardfrc.com,53.2914902,-8.988679,area-level
Gorey Library - Baby and Kids Groups,"Reading/Writing, Baby & Toddler Group, Playgroups, Storytime, STEM","Gorey corporation lands, County Wexford, Y25 WK37, Ireland",https://wexfordcoco.libcal.com/profile/37377#,+ 353 53 9483820,goreylibrary@wexfordcoco.ie,52.6769779,-6.2963672,full
Enniscorthy Library,"Reading/Writing, Playgroups, Storytime, STEM","Townparks, Wexford, Y35 AY20, Ireland",https://wexfordcoco.libcal.com/profile/37378#,+353 53 9196760,wexfordlibrary@wexfordcoco.ie,52.3327968,-6.4578219,full
Mountrath - Toddler Group / Kids Book Clubs / STEM Group,"Reading/Writing, Social, Baby & Toddler Group, Playgroups, Storytime, STEM","Mountrath, County Laois, R32 D576, Ireland",https://laois.ie/library-branches/mountrath-library,057 8756378,mountrathlibrary@laoiscoco.ie,53.0012446,-7.4742852,full
STEM101,STEM,"Ballincollig, Cork, Ireland Community Community Complex, Church Road, Carrigaline Middle, Carrigaline, County Cork, Ireland",https://www.instagram.com/stem1.01?igsh=MWJjeW5uNzF3NWxxbQ%3D%3D&utm_source=qr,0852512960,Hello@dreamydoodles.org,51.9175359,-8.5859773,area-level
Messy Tots for Little Ones,Sensory/Messy Play,"Ballina, County Mayo, Ireland",https://totsspots.com/listing/messy-tots-for-little-ones/,0892200234,magdalena.ciesielska333@gmail.com,54.1143359,-9.1532099,full
Playful Páistí,Sensory/Messy Play,"Lecklevera, County Monaghan, H18 KF58, Ireland",https://totsspots.com/listing/playful-paisti/,0873695599,melissanifhiachra@gmail.com,54.1908132,-7.075043,full
Sense of Wonder Sensory Play,Sensory/Messy Play,"Quin, County Clare, Ireland Crusheen, County Clare, Ireland Ennis, County Clare, Ireland Miltown Malbay, County Clare, Ireland Newmarket on Fergus, County Clare, Ireland Shannon, County Clare, Ireland",https://www.facebook.com/profile.php?id=61564788114218,,leanne99r@gmail.com,52.8572575,-8.9374359,area-level
The Unrelated Auntie- Messy Play Group (facilitated by a play therapist),Sensory/Messy Play,"Kerry, County Kerry, Ireland",https://totsspots.com/listing/the-unrelated-auntie-messy-play-group-facilitated-by-a-play-therapist/,,TheUnrelatedAuntie@hotmail.com,52.1809097,-9.5257797,full
The Wonder Years Play & Mindfulness,Sensory/Messy Play,"Gallowshill, Kilkenny, R95 EW82, Ireland",https://totsspots.com/listing/the-wonder-years-play-mindfulness-2/,,ruth@thewonderyearsplay.com,52.6401776,-7.235972,full
The Wonder Years Play & Mindfulness,"Sensory/Messy Play, Baby & Toddler Group","Knocknamoe, County Laois, R32 H3K8, Ireland",https://bookwhen.com/thewonderyearsplay,,ruth@thewonderyearsplay.com,52.9095184,-7.3426644,full
Bloom Baby Classes - Midlands,"Sensory/Messy Play, Movement & Play","Mucklagh, County Offaly, R35 DN02, Ireland Granard Rd, Aghafin, Edgeworthstown, Co. Longford, Ireland Ballymahon Rd, Cloghanboy, Athlone, Co. Westmeath, Ireland Springfield Or Spittlefield, Mullingar, County Westmeath, N91 PX22, Ireland",https://bloombabyclasses.com/midlands-ireland/events-timetable-booking/,,,53.3411249,-6.2545,area-level
Toddler Sense Cork,"Sensory/Messy Play, Movement & Play","Monfieldstown, Cork, T12 ER22, Ireland Townparks, Midleton, County Cork, P25 YT50, Ireland Ballincollig, Cork, P31 DH58, Ireland",https://www.toddlersense.ie/cork/home,0834027649,cork@toddlersense.ie,53.3411249,-6.2545,area-level
The Wriggles and Giggles,"Sensory/Messy Play, Movement & Play, Playgroups, Dance, Music","Carlow, Ireland Kilkenny, Ireland",https://www.instagram.com/the_wriggles_and_giggles?igsh=YjJ1azh0YnF6ZGUy,,carlowminimovers@gmail.com,52.8005048,-7.3534889,drop-venue
Toddle On,"Social, For Parents, Baby & Toddler Group, Playgroups, Art & Crafts, Baby Massage, Sign Language, Storytime, Sensory/Messy Play, Movement & Play","Pinewood Business Park, Whitemill North, Wexford, Ireland",https://www.toddleon.ie,+353852006235,toddle.on@hotmail.com,52.3294249,-6.4806223,drop-venue
Leopardstown Lawn Tennis Club,Sports,"Leopardstown Tennis Club, Leopardstown, Dublin 18",https://www.leopardstowntennisclub.ie/,,,53.2794284,-6.1940425,full
West Wood Club Leopardstown,Sports,"West Wood Tennis Centre, Leopardstown Racecourse, Foxrock, Dublin 18",https://westwood.ie/,,,53.266813,-6.1838379,area-level
Banagher Library,Storytime,"Curraghavarna And Portavolla, County Offaly, R42 XY40, Ireland",https://www.offaly.ie/banagher-library/,+353 (57) 9151471,banagherlibrary@offalycoco.ie,53.1907202,-7.9817511,full
New Ross Library,Storytime,"New Ross, County Wexford, Y34 NW56, Ireland",https://www.wexfordcoco.ie/libraries/opening-hours-and-branches/new-ross-library,+353 51 421877,newrosslibrary@wexfordcoco.ie,52.3955671,-6.9446066,full
Shannon Baby & Toddler Storytime Groups - Shannon Library,"Storytime, Baby & Toddler Group","Tullyvarraga, Shannon, County Clare, V14 WK50, Ireland",https://clarelibraries.ie/events/?event_page=4&event_cs_location=shannon-library,061364266,shannonlibrary@clarecoco.ie,52.7035042,-8.866761,full
Thurles / Roscrea / Cashel /Tipperary Town Toddler Group Story Time,"Storytime, Baby & Toddler Group","Townparks, County Tipperary, E53 N129, Ireland Thurles Townparks, Thurles, County Tipperary, E41 K802, Ireland Carrownreddy, Tipperary, E34 KP60, Ireland Townparks, Carrick-on-Suir, County Tipperary, E32 X860, Ireland",https://www.tipperarylibraries.ie/branches/,,,53.3411249,-6.2545,area-level
Bunclody Library,"Storytime, Reading/Writing","Carrickduff, County Carlow, Y21 E970, Ireland",https://www.wexfordcoco.ie/libraries/opening-hours-and-branches/bunclody-library,+353 53 9375466,bunclodylibrary@wexfordcoco.ie,52.658997,-6.6673396,full
KidLit Creators - Creative writing for kids!,"Storytime, Reading/Writing","Glounthaune, County Cork, Ireland Carrigtwohill, County Cork, Ireland",https://www.instagram.com/kidlitcreators?igsh=MTlpZTBoY3JoYmRldA%3D%3D&utm_source=qr,0872812734,kidlitcreators@hotmail.com,51.9175359,-8.5859773,area-level
Ballinasloe Library - Story time for toddlers to under 5s,"Storytime, Reading/Writing, Baby & Toddler Group","Townparks, Ballinasloe, County Galway, H53 T320, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,091 509551,ballinasloe@galwaylibrary.ie,53.3307051,-8.2248519,full
Galway City Library - Baby & Toddler Group,"Storytime, Reading/Writing, Baby & Toddler Group","Galway, H91 R6WF, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,091 509094,city@galwaylibrary.ie,53.2744122,-9.0490601,full
Oranmore Library - Story time for toddlers to under 5s,"Storytime, Reading/Writing, Baby & Toddler Group","Oran More, Oranmore, County Galway, H91 PC59, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,091 792117,oranmore@galwaylibrary.ie,53.2754881,-8.9472704,drop-venue
Westside Library - Toddler Story Group,"Storytime, Reading/Writing, Baby & Toddler Group","Seamus Quirke Rd, Galway, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,,westside@galwaylibrary.ie,53.2751977,-9.0770153,full
Tullamore Library,"Storytime, STEM, Reading/Writing, Playgroups, Art & Crafts, Breast Feeding","Tullamore, County Offaly, R35 X226, Ireland",https://www.offaly.ie/tullamore-library/,+353 (57) 9346832,tullamorelibrary@offalycoco.ie,53.2743768,-7.4927486,full
Finglas Sensory Sessions/ Baby Book Club - Finglas Library,"Storytime, Social, Baby & Toddler Group","Seamus Ennis Road, Finglas East, Dublin 11, Ireland",https://www.dublincity.ie/events?type=223&event_date_end=1&keys=finglas,01 222 8330,finglaslibrary@dublincity.ie,53.389806,-6.2956643,full
Aura Leisure Centre,Swimming,"Marley's Ln, Rathmullan, Drogheda, Co. Louth, Ireland St Alphonsus Rd, Marshes Lower, Dundalk, Co. Louth, Ireland Corbally Rd, Grove Island, Limerick, Ireland Sallaghagrane, County Donegal, Ireland Newhaggard Rd, Manorland (2nd Division), Trim, Co. Meath, Ireland Youghal, Co. Cork, Ireland Hop Hill Ave., Tullamore, County Offaly, Ireland Windtown Rd, Windtown, Navan, Co. Meath, Ireland Saint Vincents Centre, Navan Rd, Ashtown, Dublin 7, Ireland",https://www.auraleisure.ie/location/,,,53.3605322,-6.2844628,area-level
Swim Max - Baby & Parent Group Swimming Lessons in Limerick,Swimming,"Unit 5A, Delta Retail Park, Ballysimon Rd, Crossagalla, Limerick, Ireland. V94YW58",https://www.swimmax.ie/,061 545454,swim@swimmax.ie,53.3411207,-6.2526671,last-segment
Swim Max - Private Swimming Lessons in Limerick,Swimming,"Crossagalla, Limerick, V94 YW58, Ireland",https://www.swimmax.ie/,061 545454,swim@swimmax.ie,52.6459862,-8.5904705,full
Swimtastic.ie,Swimming,"10 Kellyville Park, Kylekiproe, Portlaoise, Co. Laois, Ireland Kilkenny, Ireland Killerig, County Carlow, Ireland Killashee, County Kildare, Ireland",https://swimtastic.ie/,0598647010,splash@swimtastic.ie,53.1544581,-6.8183615,area-level
Turtle Tots,Swimming,"Fitzpatrick Castle Hotel Killiney Royal Marine Hotel Dún Laoghaire Terenure College, Dublin, D6W DK72, Ireland Clayton Hotel Cardiff Lane Cardiff Lane Hilton Hotel Kilmainham South Circular Rd Sports & Fitness Ballyfermot 10 Blackditch Rd Maldron Hotel Tallaght Whitestown Way CRC Clontarf Penny Ansley Building Clayton Hotel Liffey Valley Fonthill Road Castleknock Hotel Porterstown Road Sports & Fitness Finglas Mellowes Road Sports & Fitness Ballymun Ballymun Rd Clayton Hotel Cork City Lapp's Quay Maldron Hotel Shandon Cork City Ballincollig, Cork, P31 DY93, Ireland",https://www.turtletots.ie/,+353 (0)16933422,jointhefun@turtletots.ie,53.3411249,-6.2545,area-level
Turtle Tots Swimming Classes,Swimming,"Cullenagh, County Tipperary, V94 E2D6, Ireland Jigginstown Park, Naas, Co. Kildare, Ireland Castlecomer Rd, Newpark Lower, Kilkenny, R95 KP63, Ireland Jessop St, Maryborough, Portlaoise, Co. Laois, R32 KV20 Townparks, Athy, County Kildare, R14 XD30, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,,52.9946432,-6.9869325,area-level
Turtle Tots Swimming Classes - Cork,Swimming,"Rathgoggan North, Charleville, County Cork, P56 V268, Ireland Centre, Cork, T12 RD6E, Ireland Baltimore, County Cork, P81 C438, Ireland Ditchley House, Castleview, Little Island, Co. Cork, Ireland Main St, Ballincollig, Cork, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,,51.8985136,-8.4726423,area-level
Turtle Tots Swimming Classes - Kerry,Swimming,"Tralee, County Kerry, V92 T6TW, Ireland Sandhill Road, Ballybunnion, County Kerry, Ireland Park, Killarney, County Kerry, V93 FP92, Ireland Ballycasheen, County Kerry, V93 FX00, Ireland Dromtacker House, Dromthacker, Tralee, County Kerry, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,,52.1453345,-9.5174011,area-level
Turtle Tots Swimming Classes - Wexford/Wicklow,Swimming,"Ferrybank, Arklow, County Wicklow, Y14 DX02, Ireland Southknock, New Ross, County Wexford, Y34 KR62, Ireland Townparks, Wexford, Y35 FP9P, Ireland Verosland, New Ross, County Wexford, Y34 X045, Ireland Wexford Bridge, Ferrybank South, Wexford, Ireland",https://www.turtletots.ie/licensee/turtle-tots-ireland/,,,52.3367671,-6.4601397,area-level
